,company_name,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year,raised_amount_usd,founded_at
183,"Alteryx, Inc.",Data Integration,USA,CA,Anaheim,Irvine,venture,B,2014-10-06,2014-10, 2014-Q4 ,2014.0,60000000,2010-01-01
184,Altia Systems,Mobile,USA,CA,SF Bay Area,Cupertino,venture,A,2013-10-28,2013-10, 2013-Q4 ,2013.0,6700000,2011-01-01
185,Altia Systems,Mobile,USA,CA,SF Bay Area,Cupertino,venture,B,2014-04-08,2014-04, 2014-Q2 ,2014.0,10500000,2011-01-01
186,Altius Education,Education,USA,CA,SF Bay Area,San Francisco,venture,A,2009-09-23,2009-09, 2009-Q3 ,2009.0,8000000,2009-01-01
187,Altius Education,Education,USA,CA,SF Bay Area,San Francisco,venture,B,2010-11-17,2010-11, 2010-Q4 ,2010.0,18600000,2009-01-01
188,Altruik,Search,USA,NY,New York City,New York,venture,A,2009-11-01,2009-11, 2009-Q4 ,2009.0,4700000,2009-01-01
189,Altruik,Search,USA,NY,New York City,New York,venture,B,2011-06-02,2011-06, 2011-Q2 ,2011.0,3000000,2009-01-01
190,Ambiq Micro,Semiconductors,USA,MI,Detroit,Ann Arbor,seed/angel,0,2010-11-10,2010-11, 2010-Q4 ,2010.0,2400000,2010-01-01
191,Ambiq Micro,Semiconductors,USA,MI,Detroit,Ann Arbor,venture,B,2013-08-20,2013-08, 2013-Q3 ,2013.0,10000000,2010-01-01
192,Ambiq Micro,Semiconductors,USA,MI,Detroit,Ann Arbor,venture,C,2014-11-07,2014-11, 2014-Q4 ,2014.0,15600000,2010-01-01
193,"Ambri, Inc.",Clean Technology,USA,MA,Boston,Cambridge,venture,B,2012-05-24,2012-05, 2012-Q2 ,2012.0,15000000,2010-01-01
194,"Ambri, Inc.",Clean Technology,USA,MA,Boston,Cambridge,venture,C,2014-04-30,2014-04, 2014-Q2 ,2014.0,35000000,2010-01-01
195,Amplifinity,Brand Marketing,USA,MI,Detroit,Ann Arbor,seed/angel,0,2010-01-10,2010-01, 2010-Q1 ,2010.0,2500000,2010-01-01
196,Amplifinity,Brand Marketing,USA,MI,Detroit,Ann Arbor,venture,A,2011-12-09,2011-12, 2011-Q4 ,2011.0,3600000,2010-01-01
197,Amplifinity,Brand Marketing,USA,MI,Detroit,Ann Arbor,venture,B,2014-03-18,2014-03, 2014-Q1 ,2014.0,4000000,2010-01-01
198,Ampulse,Legal,USA,CO,Denver,Golden,venture,A,2009-11-01,2009-11, 2009-Q4 ,2009.0,8000000,2007-01-01
199,Ampulse,Legal,USA,CO,Denver,Golden,venture,B,2011-10-11,2011-10, 2011-Q4 ,2011.0,7300000,2007-01-01
200,Anchor Intelligence,Advertising,USA,CA,SF Bay Area,Mountain View,venture,A,2007-01-01,2007-01, 2007-Q1 ,2007.0,2000000,2007-01-01
201,Anchor Intelligence,Advertising,USA,CA,SF Bay Area,Mountain View,venture,B,2007-09-01,2007-09, 2007-Q3 ,2007.0,4000000,2007-01-01
202,Andrew Technologies,Biotechnology,USA,CA,"Orange County, California",Tustin,venture,C,2011-03-24,2011-03, 2011-Q1 ,2011.0,6999684,2007-01-01
203,Andrew Technologies,Biotechnology,USA,CA,"Orange County, California",Tustin,venture,D,2013-05-30,2013-05, 2013-Q2 ,2013.0,6261769,2007-01-01
204,AngelList,Databases,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-07-22,2013-07, 2013-Q3 ,2013.0,100000,2010-01-01
205,AngelList,Databases,USA,CA,SF Bay Area,San Francisco,venture,B,2013-09-22,2013-09, 2013-Q3 ,2013.0,24000000,2010-01-01
206,Anser Innovation,Hardware + Software,USA,MN,Minneapolis,Burnsville,seed/angel,0,2012-09-05,2012-09, 2012-Q3 ,2012.0,1000000,2011-01-01
207,Anser Innovation,Hardware + Software,USA,MN,Minneapolis,Burnsville,venture,A,2014-01-28,2014-01, 2014-Q1 ,2014.0,1500000,2011-01-01
208,Anvato,Software,USA,CA,SF Bay Area,Mountain View,seed/angel,0,2008-07-29,2008-07, 2008-Q3 ,2008.0,550000,2007-01-01
209,Anvato,Software,USA,CA,SF Bay Area,Mountain View,venture,A,2008-12-08,2008-12, 2008-Q4 ,2008.0,2000000,2007-01-01
210,AnyPresence,Mobile Software Tools,USA,VA,"Washington, D.C.",Reston,seed/angel,0,2011-07-01,2011-07, 2011-Q3 ,2011.0,2000000,2011-01-01
211,AnyPresence,Mobile Software Tools,USA,VA,"Washington, D.C.",Reston,venture,A,2012-08-08,2012-08, 2012-Q3 ,2012.0,5500000,2011-01-01
212,AnyPresence,Mobile Software Tools,USA,VA,"Washington, D.C.",Reston,venture,B,2014-09-30,2014-09, 2014-Q3 ,2014.0,6000000,2011-01-01
213,Apcera,Cloud Computing,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-05-08,2012-05, 2012-Q2 ,2012.0,2200000,2012-03-01
214,Apcera,Cloud Computing,USA,CA,SF Bay Area,San Francisco,venture,A,2013-07-08,2013-07, 2013-Q3 ,2013.0,5000000,2012-03-01
215,Aplos Software,Software,USA,CA,Fresno,Fresno,seed/angel,0,2009-04-01,2009-04, 2009-Q2 ,2009.0,150000,2009-04-01
216,Aplos Software,Software,USA,CA,Fresno,Fresno,venture,A,2012-02-01,2012-02, 2012-Q1 ,2012.0,1200000,2009-04-01
217,Aplos Software,Software,USA,CA,Fresno,Fresno,venture,B,2014-04-15,2014-04, 2014-Q2 ,2014.0,2000000,2009-04-01
218,App Annie,Analytics,USA,CA,SF Bay Area,San Francisco,venture,A,2011-07-07,2011-07, 2011-Q3 ,2011.0,1000000,2010-01-01
219,App Annie,Analytics,USA,CA,SF Bay Area,San Francisco,venture,B,2012-08-14,2012-08, 2012-Q3 ,2012.0,6000000,2010-01-01
220,App Annie,Analytics,USA,CA,SF Bay Area,San Francisco,venture,C,2013-09-18,2013-09, 2013-Q3 ,2013.0,15000000,2010-01-01
221,App Annie,Analytics,USA,CA,SF Bay Area,San Francisco,venture,D,2014-05-28,2014-05, 2014-Q2 ,2014.0,17000000,2010-01-01
222,AppDirect,PaaS,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-04-28,2011-04, 2011-Q2 ,2011.0,3250000,2009-07-17
223,AppDirect,PaaS,USA,CA,SF Bay Area,San Francisco,venture,A,2012-07-18,2012-07, 2012-Q3 ,2012.0,8500000,2009-07-17
224,AppDirect,PaaS,USA,CA,SF Bay Area,San Francisco,venture,B,2013-09-10,2013-09, 2013-Q3 ,2013.0,9000000,2009-07-17
225,AppDirect,PaaS,USA,CA,SF Bay Area,San Francisco,venture,C,2014-04-10,2014-04, 2014-Q2 ,2014.0,35000000,2009-07-17
226,AppDynamics,Software,USA,CA,SF Bay Area,San Francisco,venture,A,2008-01-01,2008-01, 2008-Q1 ,2008.0,5500000,2008-01-01
227,AppDynamics,Software,USA,CA,SF Bay Area,San Francisco,venture,B,2010-05-03,2010-05, 2010-Q2 ,2010.0,11000000,2008-01-01
228,AppDynamics,Software,USA,CA,SF Bay Area,San Francisco,venture,C,2012-01-17,2012-01, 2012-Q1 ,2012.0,20000000,2008-01-01
229,AppDynamics,Software,USA,CA,SF Bay Area,San Francisco,venture,D,2013-01-23,2013-01, 2013-Q1 ,2013.0,50000000,2008-01-01
230,AppDynamics,Software,USA,CA,SF Bay Area,San Francisco,venture,E,2014-07-22,2014-07, 2014-Q3 ,2014.0,70000000,2008-01-01
231,AppFirst,Application Performance Monitoring,USA,NY,New York City,New York,seed/angel,0,2010-07-01,2010-07, 2010-Q3 ,2010.0,1500000,2009-04-01
232,AppFirst,Application Performance Monitoring,USA,NY,New York City,New York,venture,A,2011-09-06,2011-09, 2011-Q3 ,2011.0,4000000,2009-04-01
233,AppFirst,Application Performance Monitoring,USA,NY,New York City,New York,venture,B,2012-12-06,2012-12, 2012-Q4 ,2012.0,8700000,2009-04-01
234,AppFog,Enterprise Software,USA,OR,"Portland, Oregon",Portland,venture,A,2011-01-01,2011-01, 2011-Q1 ,2011.0,1800000,2010-08-01
235,AppFog,Enterprise Software,USA,OR,"Portland, Oregon",Portland,venture,B,2011-08-10,2011-08, 2011-Q3 ,2011.0,8000000,2010-08-01
236,AppNeta,Enterprises,USA,VA,Roanoke,South Boston,venture,B,2007-07-16,2007-07, 2007-Q3 ,2007.0,13600000,2010-01-01
237,AppNeta,Enterprises,USA,VA,Roanoke,South Boston,venture,C,2013-03-01,2013-03, 2013-Q1 ,2013.0,16000000,2010-01-01
238,AppNexus,Technology,USA,NY,New York City,New York,seed/angel,0,2007-12-27,2007-12, 2007-Q4 ,2007.0,2500000,2007-09-01
239,AppNexus,Technology,USA,NY,New York City,New York,venture,B,2009-11-10,2009-11, 2009-Q4 ,2009.0,5000000,2007-09-01
240,AppNexus,Technology,USA,NY,New York City,New York,venture,C,2010-10-05,2010-10, 2010-Q4 ,2010.0,50000000,2007-09-01
241,AppNexus,Technology,USA,NY,New York City,New York,venture,D,2013-01-24,2013-01, 2013-Q1 ,2013.0,75000000,2007-09-01
242,AppNexus,Technology,USA,NY,New York City,New York,venture,E,2014-09-22,2014-09, 2014-Q3 ,2014.0,110000000,2007-09-01
243,Appboy,Analytics,USA,NY,New York City,New York,venture,A,2013-11-06,2013-11, 2013-Q4 ,2013.0,7600000,2011-01-01
244,Appboy,Analytics,USA,NY,New York City,New York,venture,B,2014-10-02,2014-10, 2014-Q4 ,2014.0,15000000,2011-01-01
245,Appcore,Enterprise Software,USA,IA,Des Moines,Des Moines,seed/angel,0,2009-11-01,2009-11, 2009-Q4 ,2009.0,500000,2008-01-01
246,Appcore,Enterprise Software,USA,IA,Des Moines,Des Moines,venture,A,2011-02-01,2011-02, 2011-Q1 ,2011.0,4500000,2008-01-01
247,Appcore,Enterprise Software,USA,IA,Des Moines,Des Moines,venture,B,2013-03-05,2013-03, 2013-Q1 ,2013.0,6000000,2008-01-01
248,Appia,Advertising,USA,NC,Raleigh,Durham,venture,A,2008-06-01,2008-06, 2008-Q2 ,2008.0,3250000,2008-01-01
249,Appia,Advertising,USA,NC,Raleigh,Durham,venture,B,2013-11-14,2013-11, 2013-Q4 ,2013.0,4500000,2008-01-01
250,Applaud,Software,USA,OH,Cincinnati,Cincinnati,seed/angel,0,2010-01-01,2010-01, 2010-Q1 ,2010.0,400000,2009-01-01
251,Applaud,Software,USA,OH,Cincinnati,Cincinnati,venture,A,2014-03-24,2014-03, 2014-Q1 ,2014.0,350000,2009-01-01
252,Applause,Testing,USA,MA,Boston,Framingham,seed/angel,0,2006-01-01,2006-01, 2006-Q1 ,2006.0,500000,2007-08-01
253,Applause,Testing,USA,MA,Boston,Framingham,venture,A,2007-10-01,2007-10, 2007-Q4 ,2007.0,2300000,2007-08-01
254,Applause,Testing,USA,MA,Boston,Framingham,venture,B,2008-12-01,2008-12, 2008-Q4 ,2008.0,5000000,2007-08-01
255,Applause,Testing,USA,MA,Boston,Framingham,venture,C,2010-09-13,2010-09, 2010-Q3 ,2010.0,13000000,2007-08-01
256,Applause,Testing,USA,MA,Boston,Framingham,venture,D,2011-12-05,2011-12, 2011-Q4 ,2011.0,17000000,2007-08-01
257,Applause,Testing,USA,MA,Boston,Framingham,venture,E,2014-01-14,2014-01, 2014-Q1 ,2014.0,43000000,2007-08-01
258,Applauze,Mobile,USA,CA,SF Bay Area,Mountain View,seed/angel,0,2012-01-26,2012-01, 2012-Q1 ,2012.0,3250000,2010-11-01
259,Applauze,Mobile,USA,CA,SF Bay Area,Mountain View,venture,A,2013-10-23,2013-10, 2013-Q4 ,2013.0,7200000,2010-11-01
260,Apprenda,PaaS,USA,NY,"Albany, New York",Troy,venture,A,2009-11-09,2009-11, 2009-Q4 ,2009.0,5000000,2007-01-01
261,Apprenda,PaaS,USA,NY,"Albany, New York",Troy,venture,B,2011-08-09,2011-08, 2011-Q3 ,2011.0,10000000,2007-01-01
262,Apprenda,PaaS,USA,NY,"Albany, New York",Troy,venture,C,2013-11-20,2013-11, 2013-Q4 ,2013.0,16000000,2007-01-01
263,Apptentive,Finance,USA,WA,Seattle,Seattle,seed/angel,0,2012-12-11,2012-12, 2012-Q4 ,2012.0,1200000,2011-03-10
264,Apptentive,Finance,USA,WA,Seattle,Seattle,venture,A,2014-09-24,2014-09, 2014-Q3 ,2014.0,5300000,2011-03-10
265,Apptio,SaaS,USA,WA,Seattle,Bellevue,venture,A,2007-11-15,2007-11, 2007-Q4 ,2007.0,7000000,2007-11-01
266,Apptio,SaaS,USA,WA,Seattle,Bellevue,venture,B,2009-08-18,2009-08, 2009-Q3 ,2009.0,14000000,2007-11-01
267,Apptio,SaaS,USA,WA,Seattle,Bellevue,venture,C,2010-08-31,2010-08, 2010-Q3 ,2010.0,20000000,2007-11-01
268,Apptio,SaaS,USA,WA,Seattle,Bellevue,venture,D,2012-03-15,2012-03, 2012-Q1 ,2012.0,50000000,2007-11-01
269,Apptio,SaaS,USA,WA,Seattle,Bellevue,venture,E,2013-05-15,2013-05, 2013-Q2 ,2013.0,45000000,2007-11-01
270,Appurify,Testing,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-04-01,2012-04, 2012-Q2 ,2012.0,1750000,2012-04-01
271,Appurify,Testing,USA,CA,SF Bay Area,San Francisco,venture,A,2013-05-28,2013-05, 2013-Q2 ,2013.0,4500000,2012-04-01
272,Apsalar,Data Integration,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-11-01,2010-11, 2010-Q4 ,2010.0,800000,2010-05-01
273,Apsalar,Data Integration,USA,CA,SF Bay Area,San Francisco,venture,A,2011-09-13,2011-09, 2011-Q3 ,2011.0,5000000,2010-05-01
274,Apsalar,Data Integration,USA,CA,SF Bay Area,San Francisco,venture,B,2013-08-15,2013-08, 2013-Q3 ,2013.0,9000000,2010-05-01
275,Apture,Curated Web,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2007-07-01,2007-07, 2007-Q3 ,2007.0,500000,2007-06-01
276,Apture,Curated Web,USA,CA,SF Bay Area,San Francisco,venture,A,2009-03-17,2009-03, 2009-Q1 ,2009.0,4100000,2007-06-01
277,Aquion Energy,Clean Technology,USA,PA,Pittsburgh,Pittsburgh,venture,A,2008-06-13,2008-06, 2008-Q2 ,2008.0,7500000,2008-01-01
278,Aquion Energy,Clean Technology,USA,PA,Pittsburgh,Pittsburgh,venture,D,2014-03-14,2014-03, 2014-Q1 ,2014.0,56610788,2008-01-01
279,Aquion Energy,Clean Technology,USA,PA,Pittsburgh,Pittsburgh,venture,E,2014-09-29,2014-09, 2014-Q3 ,2014.0,36800000,2008-01-01
280,Aragon Pharmaceuticals,Biotechnology,USA,CA,San Diego,San Diego,venture,A,2009-05-27,2009-05, 2009-Q2 ,2009.0,8000000,2009-01-01
281,Aragon Pharmaceuticals,Biotechnology,USA,CA,San Diego,San Diego,venture,B,2010-04-22,2010-04, 2010-Q2 ,2010.0,22000000,2009-01-01
282,Aragon Pharmaceuticals,Biotechnology,USA,CA,San Diego,San Diego,venture,C,2012-03-06,2012-03, 2012-Q1 ,2012.0,42000000,2009-01-01
283,Aragon Pharmaceuticals,Biotechnology,USA,CA,San Diego,San Diego,venture,D,2012-10-04,2012-10, 2012-Q4 ,2012.0,50000000,2009-01-01
284,Aratana Therapeutics,Health Care,USA,KS,Kansas City,Kansas City,venture,A,2011-01-07,2011-01, 2011-Q1 ,2011.0,20000000,2010-01-01
285,Aratana Therapeutics,Health Care,USA,KS,Kansas City,Kansas City,venture,B,2011-12-07,2011-12, 2011-Q4 ,2011.0,15000000,2010-01-01
286,Aratana Therapeutics,Health Care,USA,KS,Kansas City,Kansas City,venture,C,2013-01-31,2013-01, 2013-Q1 ,2013.0,12000000,2010-01-01
287,Arcturus Therapeutics Inc.,Therapeutics,USA,CA,San Diego,San Diego,seed/angel,0,2013-06-01,2013-06, 2013-Q2 ,2013.0,1300000,2013-01-01
288,Arcturus Therapeutics Inc.,Therapeutics,USA,CA,San Diego,San Diego,venture,A,2013-10-21,2013-10, 2013-Q4 ,2013.0,5000000,2013-01-01
289,Argyle Social,Online Scheduling,USA,NC,Raleigh,Durham,seed/angel,0,2010-10-01,2010-10, 2010-Q4 ,2010.0,325000,2010-02-05
290,Argyle Social,Online Scheduling,USA,NC,Raleigh,Durham,venture,A,2011-08-08,2011-08, 2011-Q3 ,2011.0,1240000,2010-02-05
291,Aristotle Circle,Education,USA,NY,New York City,New York,venture,A,2010-08-19,2010-08, 2010-Q3 ,2010.0,450000,2009-08-01
292,Aristotle Circle,Education,USA,NY,New York City,New York,venture,B,2011-04-19,2011-04, 2011-Q2 ,2011.0,2000000,2009-08-01
293,Article One Partners,Software,USA,MA,Boston,Woburn,venture,A,2009-12-15,2009-12, 2009-Q4 ,2009.0,3000000,2008-01-01
294,Article One Partners,Software,USA,MA,Boston,Woburn,venture,B,2012-03-05,2012-03, 2012-Q1 ,2012.0,7000000,2008-01-01
295,Artisan Mobile,Software,USA,PA,Philadelphia,Philadelphia,seed/angel,0,2012-04-11,2012-04, 2012-Q2 ,2012.0,1500000,2010-01-01
296,Artisan Mobile,Software,USA,PA,Philadelphia,Philadelphia,venture,A,2013-06-25,2013-06, 2013-Q2 ,2013.0,5500000,2010-01-01
297,Artsy,Design,USA,NY,New York City,New York,seed/angel,0,2010-01-01,2010-01, 2010-Q1 ,2010.0,50000,2009-01-01
298,Artsy,Design,USA,NY,New York City,New York,venture,A,2011-11-03,2011-11, 2011-Q4 ,2011.0,6000000,2009-01-01
299,Artsy,Design,USA,NY,New York City,New York,venture,B,2014-04-03,2014-04, 2014-Q2 ,2014.0,18480053,2009-01-01
300,Aryaka Networks,Enterprise Software,USA,CA,SF Bay Area,Milpitas,venture,A,2010-09-21,2010-09, 2010-Q3 ,2010.0,14000000,2008-11-01
301,Aryaka Networks,Enterprise Software,USA,CA,SF Bay Area,Milpitas,venture,B,2011-06-07,2011-06, 2011-Q2 ,2011.0,15000000,2008-11-01
302,Aryaka Networks,Enterprise Software,USA,CA,SF Bay Area,Milpitas,venture,C,2012-07-16,2012-07, 2012-Q3 ,2012.0,25000000,2008-11-01
303,Aryaka Networks,Enterprise Software,USA,CA,SF Bay Area,Milpitas,venture,D,2014-06-03,2014-06, 2014-Q2 ,2014.0,10000000,2008-11-01
304,Asana,Collaboration,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2009-04-01,2009-04, 2009-Q2 ,2009.0,1200000,2009-01-01
305,Asana,Collaboration,USA,CA,SF Bay Area,San Francisco,venture,A,2009-11-24,2009-11, 2009-Q4 ,2009.0,9000000,2009-01-01
306,Asana,Collaboration,USA,CA,SF Bay Area,San Francisco,venture,B,2012-07-23,2012-07, 2012-Q3 ,2012.0,28000000,2009-01-01
307,Aspire Health,Health and Wellness,USA,TN,Nashville,Brentwood,seed/angel,0,2013-08-07,2013-08, 2013-Q3 ,2013.0,1000000,2011-01-01
308,Aspire Health,Health and Wellness,USA,TN,Nashville,Brentwood,venture,B,2014-07-01,2014-07, 2014-Q3 ,2014.0,5500004,2011-01-01
309,Assay Depot,Outsourcing,USA,CA,San Diego,San Diego,venture,A,2011-06-07,2011-06, 2011-Q2 ,2011.0,1700000,2007-01-01
310,Assay Depot,Outsourcing,USA,CA,San Diego,San Diego,venture,B,2014-03-25,2014-03, 2014-Q1 ,2014.0,3000000,2007-01-01
311,Assured Labor,Curated Web,USA,NY,New York City,New York,seed/angel,0,2010-04-29,2010-04, 2010-Q2 ,2010.0,1000000,2008-05-01
312,Assured Labor,Curated Web,USA,NY,New York City,New York,venture,A,2013-04-24,2013-04, 2013-Q2 ,2013.0,5500000,2008-05-01
313,Astute Medical,Biotechnology,USA,CA,San Diego,San Diego,venture,A,2008-05-01,2008-05, 2008-Q2 ,2008.0,6250000,2007-01-01
314,Astute Medical,Biotechnology,USA,CA,San Diego,San Diego,venture,B,2010-05-12,2010-05, 2010-Q2 ,2010.0,26500000,2007-01-01
315,Astute Medical,Biotechnology,USA,CA,San Diego,San Diego,venture,C,2012-06-07,2012-06, 2012-Q2 ,2012.0,40400000,2007-01-01
316,Attachments.me,Software,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-03-02,2011-03, 2011-Q1 ,2011.0,500000,2011-01-01
317,Attachments.me,Software,USA,CA,SF Bay Area,San Francisco,venture,A,2012-04-03,2012-04, 2012-Q2 ,2012.0,2000000,2011-01-01
318,Attivio,Enterprise Software,USA,MA,Boston,Boston,venture,A,2007-09-01,2007-09, 2007-Q3 ,2007.0,6200000,2007-08-01
319,Attivio,Enterprise Software,USA,MA,Boston,Boston,venture,B,2008-06-30,2008-06, 2008-Q2 ,2008.0,12000000,2007-08-01
320,Attivio,Enterprise Software,USA,MA,Boston,Boston,venture,C,2010-01-19,2010-01, 2010-Q1 ,2010.0,11000000,2007-08-01
321,Attivio,Enterprise Software,USA,MA,Boston,Boston,venture,D,2012-10-11,2012-10, 2012-Q4 ,2012.0,41900000,2007-08-01
322,Audentes Therapeutics,Biotechnology,USA,CA,SF Bay Area,San Francisco,venture,A,2013-07-18,2013-07, 2013-Q3 ,2013.0,30000000,2013-01-01
323,Audentes Therapeutics,Biotechnology,USA,CA,SF Bay Area,San Francisco,venture,B,2014-12-02,2014-12, 2014-Q4 ,2014.0,42500000,2013-01-01
324,AudiencePoint,Enterprise Software,USA,TN,Chattanooga,Chattanooga,seed/angel,0,2012-09-01,2012-09, 2012-Q3 ,2012.0,200000,2010-01-01
325,AudiencePoint,Enterprise Software,USA,TN,Chattanooga,Chattanooga,venture,A,2013-12-01,2013-12, 2013-Q4 ,2013.0,2300000,2010-01-01
326,Audiosocket,Media,USA,WA,Seattle,Seattle,seed/angel,0,2008-01-01,2008-01, 2008-Q1 ,2008.0,500000,2008-05-01
327,Audiosocket,Media,USA,WA,Seattle,Seattle,venture,A,2009-09-02,2009-09, 2009-Q3 ,2009.0,750000,2008-05-01
328,Augmenix,Health Care,USA,MA,Boston,Waltham,venture,B,2009-10-16,2009-10, 2009-Q4 ,2009.0,6100000,2008-01-01
329,Augmenix,Health Care,USA,MA,Boston,Waltham,venture,D,2014-07-23,2014-07, 2014-Q3 ,2014.0,10800000,2008-01-01
330,AuraSense Therapeutics,Biotechnology,USA,IL,Chicago,Evanston,venture,B,2011-12-21,2011-12, 2011-Q4 ,2011.0,5400000,2009-01-01
331,AuraSense Therapeutics,Biotechnology,USA,IL,Chicago,Evanston,venture,C,2014-06-17,2014-06, 2014-Q2 ,2014.0,13600000,2009-01-01
332,Aurora Biofuels,Clean Technology,USA,CA,SF Bay Area,Hayward,venture,A,2007-01-24,2007-01, 2007-Q1 ,2007.0,5000000,2007-01-01
333,Aurora Biofuels,Clean Technology,USA,CA,SF Bay Area,Hayward,venture,B,2008-06-10,2008-06, 2008-Q2 ,2008.0,20000000,2007-01-01
334,Aurora Biofuels,Clean Technology,USA,CA,SF Bay Area,Hayward,venture,C,2010-03-17,2010-03, 2010-Q1 ,2010.0,15000000,2007-01-01
335,AutoVirt,Software,USA,NH,"Manchester, New Hampshire",Nashua,seed/angel,0,2007-01-01,2007-01, 2007-Q1 ,2007.0,500000,2007-01-01
336,AutoVirt,Software,USA,NH,"Manchester, New Hampshire",Nashua,venture,A,2008-01-01,2008-01, 2008-Q1 ,2008.0,4500000,2007-01-01
337,AutoVirt,Software,USA,NH,"Manchester, New Hampshire",Nashua,venture,B,2008-11-18,2008-11, 2008-Q4 ,2008.0,4000000,2007-01-01
338,Automated Insights,Automotive,USA,NC,Raleigh,Durham,venture,A,2010-08-01,2010-08, 2010-Q3 ,2010.0,1300000,2007-06-01
339,Automated Insights,Automotive,USA,NC,Raleigh,Durham,venture,B,2014-06-30,2014-06, 2014-Q2 ,2014.0,5500000,2007-06-01
340,Autonomic Technologies,Health Care,USA,CA,SF Bay Area,San Francisco,venture,A,2008-01-14,2008-01, 2008-Q1 ,2008.0,3000000,2007-01-01
341,Autonomic Technologies,Health Care,USA,CA,SF Bay Area,San Francisco,venture,B,2009-05-22,2009-05, 2009-Q2 ,2009.0,20000000,2007-01-01
342,Autonomic Technologies,Health Care,USA,CA,SF Bay Area,San Francisco,venture,C,2011-10-11,2011-10, 2011-Q4 ,2011.0,32000000,2007-01-01
343,Autopilot,SEO,USA,NC,Charlotte,Charlotte,seed/angel,0,2012-06-01,2012-06, 2012-Q2 ,2012.0,200000,2012-06-01
344,Autopilot,SEO,USA,NC,Charlotte,Charlotte,venture,B,2014-05-20,2014-05, 2014-Q2 ,2014.0,10000000,2012-06-01
345,Autopilot (formerly Bislr),Marketing Automation,USA,CA,SF Bay Area,San Francisco,venture,A,2013-02-13,2013-02, 2013-Q1 ,2013.0,3500000,2011-01-01
346,Autopilot (formerly Bislr),Marketing Automation,USA,CA,SF Bay Area,San Francisco,venture,B,2014-05-20,2014-05, 2014-Q2 ,2014.0,10000000,2011-01-01
347,AvantCredit,Finance,USA,IL,Chicago,Chicago,venture,A,2013-05-08,2013-05, 2013-Q2 ,2013.0,9000000,2012-11-01
348,AvantCredit,Finance,USA,IL,Chicago,Chicago,venture,B,2013-08-14,2013-08, 2013-Q3 ,2013.0,25000000,2012-11-01
349,AvantCredit,Finance,USA,IL,Chicago,Chicago,venture,C,2014-07-23,2014-07, 2014-Q3 ,2014.0,75000000,2012-11-01
350,Avedro,Health Care,USA,MA,Boston,Waltham,venture,C,2011-07-07,2011-07, 2011-Q3 ,2011.0,25000000,2007-01-01
351,Avedro,Health Care,USA,MA,Boston,Waltham,venture,D,2013-03-05,2013-03, 2013-Q1 ,2013.0,43000000,2007-01-01
352,Aver Informatics,Medical,USA,WI,Green Bay,Green Bay,seed/angel,0,2013-03-29,2013-03, 2013-Q1 ,2013.0,1000000,2010-06-04
353,Aver Informatics,Medical,USA,WI,Green Bay,Green Bay,venture,A,2014-05-27,2014-05, 2014-Q2 ,2014.0,8500000,2010-06-04
354,Averail,Mobile,USA,CA,SF Bay Area,San Jose,seed/angel,0,2011-07-26,2011-07, 2011-Q3 ,2011.0,250000,2011-01-01
355,Averail,Mobile,USA,CA,SF Bay Area,San Jose,venture,A,2012-03-20,2012-03, 2012-Q1 ,2012.0,6000000,2011-01-01
356,Avere Systems,Web Hosting,USA,PA,Pittsburgh,Pittsburgh,venture,B,2010-08-05,2010-08, 2010-Q3 ,2010.0,17000000,2008-01-01
357,Avere Systems,Web Hosting,USA,PA,Pittsburgh,Pittsburgh,venture,C,2012-07-10,2012-07, 2012-Q3 ,2012.0,20000000,2008-01-01
358,Avere Systems,Web Hosting,USA,PA,Pittsburgh,Pittsburgh,venture,D,2014-07-10,2014-07, 2014-Q3 ,2014.0,20000000,2008-01-01
359,Avvo,Marketplaces,USA,WA,Seattle,Seattle,venture,A,2006-01-01,2006-01, 2006-Q1 ,2006.0,3000000,2007-06-01
360,Avvo,Marketplaces,USA,WA,Seattle,Seattle,venture,B,2007-04-01,2007-04, 2007-Q2 ,2007.0,10000000,2007-06-01
361,Avvo,Marketplaces,USA,WA,Seattle,Seattle,venture,C,2010-03-17,2010-03, 2010-Q1 ,2010.0,10000000,2007-06-01
362,Avvo,Marketplaces,USA,WA,Seattle,Seattle,venture,D,2014-04-15,2014-04, 2014-Q2 ,2014.0,37500000,2007-06-01
363,AwarenessHub,Software,USA,MA,Boston,Boston,venture,A,2007-07-23,2007-07, 2007-Q3 ,2007.0,7000000,2014-01-01
364,AwarenessHub,Software,USA,MA,Boston,Boston,venture,B,2010-02-05,2010-02, 2010-Q1 ,2010.0,9948190,2014-01-01
