,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
373,/organization/seragon-pharmaceuticals,Seragon Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/genentech,Genentech,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,7/1/14,2014-07,2014-Q3,2014,725000000,USD,30000000
394,/organization/smartcells,SmartCells,|Biotechnology|,Biotechnology,USA,MA,Boston,Beverly,/organization/merck-co-inc,Merck & Co.,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,NJ,NJ - Other,Whitehouse Station,12/2/10,2010-12,2010-Q4,2010,500000000,USD,4100000
403,/organization/solstice-neurosciences,Solstice Neurosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/us-worldmeds,US WorldMeds,|Health Care|,Health Care,USA,OH,Akron - Canton,Louisville,8/13/10,2010-08,2010-Q3,2010,35700000,USD,85000000
412,/organization/stromedix,Stromedix,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/biogen-idec,Biogen Idec,|Health and Wellness|Biotechnology|,Health and Wellness,USA,MA,Boston,Weston,2/1/14,2014-02,2014-Q1,2014,750000000,USD,28000000
421,/organization/taligen-therapeutics,Taligen Therapeutics,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/alexion-pharmaceuticals,Alexion Pharmaceuticals,|Health and Wellness|Medical|Biotechnology|,Medical,USA,CT,Hartford,Cheshire,1/31/11,2011-01,2011-Q1,2011,111000000,USD,78750000
453,/organization/verenium,Verenium,|Biotechnology|,Biotechnology,USA,ME,ME - Other,Cambridge,/organization/british-petroleum,British Petroleum,|Procurement|Business Development|Mechanical Solutions|Energy|Oil|,Oil,USA,IL,Chicago,Warrenville,7/15/10,2010-07,2010-Q3,2010,98300000,USD,7309564
455,/organization/vicept-therapeutics,Vicept Therapeutics,|Medical|Biotechnology|,Biotechnology,USA,PA,Philadelphia,Malvern,/organization/allergan,Allergan,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,Anaheim,Irvine,7/19/11,2011-07,2011-Q3,2011,275000000,USD,16000000
461,/organization/visualase-inc,Visualase,|Biotechnology|,Biotechnology,USA,TX,Houston,Houston,/organization/medtronic,Medtronic,|Medical Devices|Biotechnology|,Medical Devices,USA,MN,Minneapolis,Minneapolis,7/28/14,2014-07,2014-Q3,2014,105000000,USD,8700000
108,/organization/cyvek,CyVek,|Clinical Trials|Life Sciences|Biotechnology|,Biotechnology,USA,CT,Hartford,Wallingford,/organization/techne-corporation,Bio-Techne,|Medical Devices|Manufacturing|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Minneapolis,11/4/14,2014-11,2014-Q4,2014,195000000,USD,10450000
122,/organization/dvs-sciences,DVS Sciences,|Manufacturing|,Biotechnology,USA,CA,SF Bay Area,Sunnyvale,/organization/fluidigm,Fluidigm,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,1/29/14,2014-01,2014-Q1,2014,207500000,USD,14600000
160,/organization/gloucester-pharmaceuticals,Gloucester Pharmaceuticals,|Medical|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/celgene,Celgene,|Medical|Biotechnology|,Biotechnology,USA,NJ,Newark,Summit,12/7/09,2009-12,2009-Q4,2009,640000000,USD,29000000
249,/organization/map-pharmaceuticals,MAP Pharmaceuticals,|Medical|Pharmaceuticals|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Mountain View,/organization/allergan,Allergan,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,Anaheim,Irvine,1/22/13,2013-01,2013-Q1,2013,958000000,USD,50000000
331,/organization/prism-pharmaceuticals,Prism Pharmaceuticals,|Medical|Pharmaceuticals|Biotechnology|,Biotechnology,USA,PA,Philadelphia,King Of Prussia,/organization/baxter-international,Baxter International,|Medical|Biotechnology|,Medical,USA,IL,Chicago,Deerfield,4/18/11,2011-04,2011-Q2,2011,338000000,USD,15000000
76,/organization/cardiomems,CardioMEMS,|Medical Devices|Health Care|,Biotechnology,USA,GA,Atlanta,Atlanta,/organization/st-jude-medical,St. Jude Medical,|Medical Devices|,Medical Devices,USA,MN,Minneapolis,Saint Paul,5/30/14,2014-05,2014-Q2,2014,455000000,USD,22100000
384,/organization/simbionix,Simbionix,|Medical Devices|Health and Wellness|,Biotechnology,USA,OH,Cleveland,Cleveland,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,7/31/14,2014-07,2014-Q3,2014,120000000,USD,7000000
385,/organization/simbionix,Simbionix,|Medical Devices|Health and Wellness|,Biotechnology,USA,OH,Cleveland,Cleveland,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,1/30/14,2014-01,2014-Q1,2014,120000000,USD,7000000
435,/organization/topera,Topera,|3D|Medical|Medical Devices|Health Care|,Biotechnology,USA,CA,San Diego,San Diego,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,10/29/14,2014-10,2014-Q4,2014,250000000,USD,25000000
75,/organization/calistoga-pharmaceuticals,Calistoga Pharmaceuticals,|Medical|Pharmaceuticals|Biotechnology|,Biotechnology,USA,WA,Seattle,Seattle,/organization/gilead-sciences,Gilead Sciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Foster City,2/22/11,2011-02,2011-Q1,2011,375000000,USD,92000000
388,/organization/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/glaxosmithkline,GlaxoSmithKline,|Health Care|Health and Wellness|Pharmaceuticals|Biotechnology|,Health Care,USA,NJ,Newark,Middlesex,4/22/08,2008-04,2008-Q2,2008,720000000,USD,77000000
102,/organization/cpower,CPower,|Clean Technology|,Clean Technology,USA,NY,New York City,New York,/organization/constellation-energy,Constellation Energy,|Energy|,Energy,USA,MD,Baltimore,Baltimore,9/19/10,2010-09,2010-Q3,2010,78000000,USD,27680000
346,/organization/recurrent-energy,Recurrent Energy,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Francisco,/organization/sharp-electronics,Sharp Electronics,|Hardware + Software|,Hardware + Software,USA,NJ,Newark,Mahwah,9/22/10,2010-09,2010-Q3,2010,305000000,USD,85000000
348,/organization/redwood-systems,Redwood Systems,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,Fremont,/organization/commscope-enterprise-solutions,CommScope,|Communications Hardware|Broadcasting|Hardware + Software|,Broadcasting,USA,TX,Dallas,Richardson,7/9/13,2013-07,2013-Q3,2013,60000000,USD,30750000
492,/organization/zep-solar,Zep Solar,|Renewable Energies|Solar|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Rafael,/organization/solarcity,SolarCity,|Construction|Clean Technology|,Construction,USA,CA,SF Bay Area,San Mateo,10/9/13,2013-10,2013-Q4,2013,158000000,USD,10571182
124,/organization/edgecast,EdgeCast Networks,|Content|Content Delivery|Web Hosting|,Curated Web,USA,CA,Los Angeles,Santa Monica,/organization/verizon,Verizon Communications,|Mobile|,Mobile,USA,NY,New York City,New York,12/9/13,2013-12,2013-Q4,2013,350000000,USD,74000000
40,/organization/associatedcontent,Associated Content,|Curated Web|,Curated Web,USA,CO,Denver,Denver,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,5/18/10,2010-05,2010-Q2,2010,90000000,USD,21400000
69,/organization/bright-com,Bright.com,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,2/6/14,2014-02,2014-Q1,2014,120000000,USD,20000000
107,/organization/cue,Cue,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,10/4/13,2013-10,2013-Q4,2013,50000000,USD,11500000
117,/organization/dimdim,Dimdim,|Curated Web|,Curated Web,USA,MA,Boston,Lowell,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,1/6/11,2011-01,2011-Q1,2011,31000000,USD,8400000
141,/organization/feedburner,FeedBurner,|Curated Web|,Curated Web,USA,IL,Chicago,Chicago,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,6/1/07,2007-06,2007-Q2,2007,100000000,USD,8000000
164,/organization/goodreads,Goodreads,|Textbooks|Networking|Curated Web|,Curated Web,USA,CA,Los Angeles,Santa Monica,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,3/29/13,2013-03,2013-Q1,2013,150000000,USD,2000000
290,/organization/okcupid,OkCupid,|Online Dating|Curated Web|,Curated Web,USA,NY,New York City,New York,/organization/match,Match,|Online Dating|Social Media|,Online Dating,USA,TX,Dallas,Dallas,2/2/11,2011-02,2011-Q1,2011,50000000,USD,6000000
316,/organization/plaxo,Plaxo,|Trading|Synchronization|Databases|Contact Management|Curated Web|,Curated Web,USA,CA,SF Bay Area,Sunnyvale,/organization/comcast,Comcast,|Web Hosting|,Web Hosting,USA,PA,Philadelphia,Philadelphia,5/14/08,2008-05,2008-Q2,2008,150000000,USD,28300000
321,/organization/pluck,Pluck,|Curated Web|,Curated Web,USA,TX,Austin,Austin,/organization/demandmedia,Demand Media,|Social Media|Music|Content|News|,Social Media,USA,CA,Los Angeles,Santa Monica,3/4/08,2008-03,2008-Q1,2008,75000000,USD,17000000
391,/organization/slideshare,SlideShare,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,5/3/12,2012-05,2012-Q2,2012,119000000,USD,2700000
410,/organization/starcite,"StarCite, Part of Active Network",|Curated Web|,Curated Web,USA,PA,Philadelphia,Philadelphia,/organization/activenetwork,ACTIVE Network,|Software|,Software,USA,TX,Dallas,Dallas,12/30/10,2010-12,2010-Q4,2010,51000000,USD,15000000
417,/organization/swapdrive,SwapDrive,|Curated Web|,Curated Web,USA,DC,"Washington, D.C.",Washington,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,6/1/08,2008-06,2008-Q2,2008,123000000,USD,4650000
473,/organization/freewebs,Webs,|Curated Web|,Curated Web,USA,MD,"Washington, D.C.",Silver Spring,/organization/vistaprint,Vistaprint,|Publishing|Advertising|,Publishing,USA,FL,Palm Beaches,Boca Raton,12/19/11,2011-12,2011-Q4,2011,117500000,USD,12000000
11,/organization/admeld,Admeld,|Auctions|Software|Advertising|,E-Commerce,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,6/1/11,2011-06,2011-Q2,2011,400000000,CAD,30000000
291,/organization/omgpop,OMGPOP,|Auctions|Online Dating|Games|,E-Commerce,USA,NY,New York City,New York,/organization/zynga,Zynga,|Technology|Facebook Applications|Networking|Games|,Technology,USA,CA,SF Bay Area,San Francisco,3/21/12,2012-03,2012-Q1,2012,210000000,USD,16600000
432,/organization/ticketsnow,TicketsNow,|Auctions|E-Commerce|,E-Commerce,USA,IL,Chicago,Rolling Meadows,/organization/ticketmaster,Ticketmaster,|Curated Web|,Curated Web,USA,CA,Los Angeles,West Hollywood,1/1/08,2008-01,2008-Q1,2008,265000000,USD,34000000
173,/organization/hautelook,HauteLook,|Flash Sales|E-Commerce|Shopping|Fashion|,E-Commerce,USA,CA,Los Angeles,Los Angeles,/organization/nordstrom,Nordstrom,|Consumer Goods|Brand Marketing|Fashion|,Fashion,USA,WA,Seattle,Seattle,2/17/11,2011-02,2011-Q1,2011,270000000,USD,41000000
341,/organization/quidsi,Quidsi,|E-Commerce|,E-Commerce,USA,NJ,Newark,Jersey City,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,11/8/10,2010-11,2010-Q4,2010,545000000,USD,58500000
477,/organization/where-com,Where,|E-Commerce|,E-Commerce,USA,MA,Boston,Boston,/organization/paypal,PayPal,|Payments|P2P Money Transfer|E-Commerce|Databases|Finance|,Payments,USA,CA,SF Bay Area,San Jose,1/1/11,2011-01,2011-Q1,2011,135000000,USD,27100000
478,/organization/where-com,Where,|E-Commerce|,E-Commerce,USA,MA,Boston,Boston,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,4/1/11,2011-04,2011-Q2,2011,135000000,USD,27100000
46,/organization/auditude,Auditude,|Monetization|Video|Advertising|,E-Commerce,USA,CA,SF Bay Area,Palo Alto,/organization/adobe-systems,Adobe Systems,|Image Recognition|Design|Photo Editing|Creative|Software|,Photo Editing,USA,CA,SF Bay Area,San Jose,11/1/11,2011-11,2011-Q4,2011,120000000,USD,30426151
57,/organization/billmelater,Bill Me Later,|Payments|Credit|E-Commerce|,E-Commerce,USA,MD,Baltimore,Lutherville Timonium,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,10/6/08,2008-10,2008-Q4,2008,945000000,USD,100000000
226,/organization/lemon,Lemon,|Shopping|Mobile|,E-Commerce,USA,CA,SF Bay Area,Palo Alto,/organization/lifelock,LifeLock,|Technology|Security|,Technology,USA,AZ,Phoenix,Tempe,12/12/13,2013-12,2013-Q4,2013,42600000,USD,8000000
88,/organization/citrus-lane,Citrus Lane,|Subscription Businesses|Kids|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Mountain View,/organization/care-com,Care.com,|Customer Service|Tutoring|Curated Web|,Customer Service,USA,MA,Boston,Waltham,7/18/14,2014-07,2014-Q3,2014,48600000,USD,5100000
204,/organization/jambool,Jambool,|E-Commerce|Internet|Facebook Applications|Social Media|Virtual Currency|Virtual Goods|Finance|,E-Commerce,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,8/9/10,2010-08,2010-Q3,2010,70000000,USD,6000000
163,/organization/gomez-inc,"Gomez, Inc.",|Consulting|,Enterprise Software,USA,MA,Boston,Lexington,/organization/compuware,Compuware,|Enterprise Software|Information Technology|Testing|Consulting|Services|Software|,Enterprise Software,USA,MI,Detroit,Detroit,10/10/09,2009-10,2009-Q4,2009,295000000,USD,49400000
207,/organization/jigsaw,Jigsaw,|Contact Management|Curated Web|,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,4/21/10,2010-04,2010-Q2,2010,142000000,USD,17950000
363,/organization/radian6,Salesforce Radian6,|Social Media Marketing|Social Media Monitoring|CRM|Curated Web|,Enterprise Software,CAN,NS,Fredericton,Fredericton,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,3/30/11,2011-03,2011-Q1,2011,326000000,USD,9000000
306,/organization/parature,Parature,|Customer Service|Customer Support Tools|Software|,Enterprise Software,USA,VA,"Washington, D.C.",Herndon,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,1/6/14,2014-01,2014-Q1,2014,100000000,USD,29500000
112,/organization/assistly,Desk,|Customer Support Tools|Tech Field Support|Customer Service|CRM|SaaS|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,9/21/11,2011-09,2011-Q3,2011,50000000,USD,5700000
33,/organization/applimation,Applimation,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Chicago,/organization/informatica,Informatica,|Big Data Analytics|Mobile Devices|Cloud Computing|Data Integration|Software|,Mobile Devices,USA,CA,SF Bay Area,Redwood City,2/13/09,2009-02,2009-Q1,2009,40000000,USD,4000000
51,/organization/axeda,Axeda,|Enterprise Software|M2M|Software|,Enterprise Software,USA,MA,New Bedford,Foxboro,/organization/ptc,PTC,|Software|,Software,USA,MA,Boston,Needham,7/24/14,2014-07,2014-Q3,2014,170000000,USD,5000000
128,/organization/eloqua,Eloqua,|Marketing Automation|B2B|Sales and Marketing|Enterprise Software|,Enterprise Software,USA,VA,"Washington, D.C.",Vienna,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,12/20/12,2012-12,2012-Q4,2012,871000000,USD,35800000
161,/organization/gnip,Gnip,|Enterprise Software|,Enterprise Software,USA,CO,Denver,Boulder,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,8/11/14,2014-08,2014-Q3,2014,134000000,USD,4600000
170,/organization/guardianedge-technologies,GuardianEdge Technologies,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,4/29/10,2010-04,2010-Q2,2010,70000000,USD,16000000
178,/organization/heroku,Heroku,|Venture Capital|Web Development|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,12/8/10,2010-12,2010-Q4,2010,250000000,USD,13000000
183,/organization/iconclude,iConclude,|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Bellevue,/organization/opsware,Opsware,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,3/7/07,2007-03,2007-Q1,2007,53000000,USD,12000000
196,/organization/integrien,Integrien,|Enterprise Software|,Enterprise Software,USA,CA,Anaheim,Irvine,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,8/31/10,2010-08,2010-Q3,2010,100000000,USD,16500000
211,/organization/joulex,JouleX,|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Atlanta,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,5/29/13,2013-05,2013-Q2,2013,107000000,USD,18700000
224,/organization/layer-7-technologies,Layer 7 Technologies,|Cloud Security|Enterprise Software|,Enterprise Software,USA,DC,"Washington, D.C.",Washington,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,5/10/13,2013-05,2013-Q2,2013,155000000,USD,8900000
228,/organization/lightwire,Lightwire,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2/24/12,2012-02,2012-Q1,2012,271000000,USD,18000000
319,/organization/pliant-technology,Pliant Technology,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Milpitas,/organization/sandisk,SanDisk,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Milpitas,5/16/11,2011-05,2011-Q2,2011,327000000,USD,23000000
332,/organization/prolexic,Prolexic Technologies,|Enterprise Software|,Enterprise Software,USA,FL,Ft. Lauderdale,Hollywood,/organization/akamai-technologies,Akamai Technologies,|SaaS|IaaS|Digital Media|Video Streaming|Data Security|Content Delivery|Cloud Computing|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Cambridge,2/18/14,2014-02,2014-Q1,2014,390000000,USD,38000000
349,/organization/relateiq,RelateIQ,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,7/11/14,2014-07,2014-Q3,2014,390000000,USD,69000000
364,/organization/sandforce,SandForce,|Storage|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Milpitas,/organization/lsi,LSI,|Semiconductors|Video|Hardware + Software|,Semiconductors,USA,CA,SF Bay Area,Milpitas,10/26/11,2011-10,2011-Q4,2011,400000000,USD,46000000
433,/organization/tier-3-2,Tier 3,|Cloud Computing|PaaS|IaaS|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Bellevue,/organization/centurylink,CenturyLink,|Public Relations|,Public Relations,USA,LA,Monroe,Monroe,11/19/13,2013-11,2013-Q4,2013,200000000,USD,18500000
462,/organization/vitrue,Vitrue,|Advertising|Sales and Marketing|Social Media Marketing|Social Media Advertising|Social Media|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Atlanta,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,5/23/12,2012-05,2012-Q2,2012,300000000,USD,30800000
469,/organization/wanova,Wanova,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Campbell,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,5/22/12,2012-05,2012-Q2,2012,75000000,USD,23000000
395,/organization/smarterer,Smarterer,|Human Resources|Education|Enterprise Software|,Enterprise Software,USA,MA,Boston,Boston,/organization/pluralsight,Pluralsight,|Education|,Education,USA,UT,UT - Other,Cedar Valley,11/19/14,2014-11,2014-Q4,2014,75000000,USD,1750000
67,/organization/braintree-payment-solutions,Braintree,|Accounting|Credit Cards|Billing|Payments|Software|,Finance,USA,IL,Chicago,Chicago,/organization/paypal,PayPal,|Payments|P2P Money Transfer|E-Commerce|Databases|Finance|,Payments,USA,CA,SF Bay Area,San Jose,9/26/13,2013-09,2013-Q3,2013,800000000,USD,69000000
447,/organization/trusteer,Trusteer,|Banking|Security|,Finance,USA,MA,Boston,Boston,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,8/15/13,2013-08,2013-Q3,2013,800000000,USD,6100000
27,/organization/alverix,Alverix,|Finance|,Finance,USA,CA,SF Bay Area,San Jose,/organization/becton-dickinson,Becton Dickinson,|Biotechnology|,Biotechnology,USA,NJ,Newark,Franklin Lakes,1/7/14,2014-01,2014-Q1,2014,40000000,USD,7700000
29,/organization/andera,Andera,|Finance|,Finance,USA,RI,Providence,Providence,/organization/bottomline-technologies,Bottomline Technologies,|Software|,Software,USA,NH,Portsmouth,Portsmouth,5/8/14,2014-05,2014-Q2,2014,44500000,USD,9000000
79,/organization/cashedge,CashEdge,|Finance|,Finance,USA,NY,New York City,New York,/organization/fiserv,Fiserv,|Information Technology|,Information Technology,USA,WI,Milwaukee,Brookfield,9/14/11,2011-09,2011-Q3,2011,465000000,USD,25000000
138,/organization/extend-health,Extend Health,|Finance|,Finance,USA,UT,Salt Lake City,Salt Lake City,/organization/towers-watson,Towers Watson,|Consulting|,Consulting,USA,NY,New York City,New York,5/14/12,2012-05,2012-Q2,2012,435000000,USD,15000000
145,/organization/foliodynamix,FolioDynamix,|Finance|,Finance,USA,NY,New York City,New York,/organization/icg-group,Actua Corporation,|Venture Capital|Financial Services|Professional Services|,Professional Services,USA,PA,Philadelphia,Radnor,9/15/14,2014-09,2014-Q3,2014,199000000,USD,16000000
165,/organization/grabcad,GrabCAD,|Finance|Manufacturing|CAD|Curated Web|,Finance,USA,MA,Boston,Cambridge,/organization/stratasys,Stratasys,|3D Printing|Product Design|Manufacturing|,Product Design,USA,MN,Minneapolis,Minneapolis,9/16/14,2014-09,2014-Q3,2014,100000000,USD,12150000
260,/organization/mint,Mint,|Finance|Curated Web|,Finance,USA,CA,SF Bay Area,Mountain View,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,9/1/09,2009-09,2009-Q3,2009,170000000,USD,30700000
50,/organization/awesomeness-tv,AwesomenessTV,|Games|,Games,USA,CA,Los Angeles,Los Angeles,/organization/dreamworks-animation,DreamWorks Animation,|Entertainment|Games|,Entertainment,USA,CA,Los Angeles,Glendale,5/1/13,2013-05,2013-Q2,2013,33000000,USD,3500000
86,/organization/cie-games,Cie Games,|Games|,Games,USA,CA,"Orange County, California",Long Beach,/organization/glu-mobile,Glu Mobile,|Technology|Mobile|,Technology,USA,CA,SF Bay Area,San Francisco,7/30/14,2014-07,2014-Q3,2014,100000000,USD,3000000
152,/organization/gaikai,Gaikai,|Games|,Games,USA,CA,Anaheim,Aliso Viejo,/organization/sony,Sony Corp,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,CA,San Diego,San Diego,7/2/12,2012-07,2012-Q3,2012,380000000,USD,45039999
222,/organization/lagoa,Lagoa,|Games|3D|Enterprise Software|,Games,CAN,QC,Montreal,Montréal,/organization/autodesk,Autodesk,|Software|,Software,USA,CA,SF Bay Area,San Rafael,11/20/14,2014-11,2014-Q4,2014,60000000,USD,5300000
246,/organization/maker-studios,Maker Studios,|Games|,Games,USA,CA,Los Angeles,Culver City,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,3/24/14,2014-03,2014-Q1,2014,500000000,USD,63500000
317,/organization/playdom,Playdom,|Apps|Entertainment|Games|,Games,USA,CA,SF Bay Area,Palo Alto,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,7/27/10,2010-07,2010-Q3,2010,763200000,USD,76000000
318,/organization/playspan,PlaySpan,|Game|Games|,Games,USA,CA,SF Bay Area,Santa Clara,/organization/visa,Visa,|Business Services|,Business Services,USA,CA,SF Bay Area,San Francisco,2/9/11,2011-02,2011-Q1,2011,190000000,USD,41300000
404,/organization/sometrics,Sometrics,|Virtual Currency|Advertising|Networking|Social Media|Analytics|Games|,Games,USA,CA,Los Angeles,El Segundo,/organization/americanexpress,American Express,|Finance|,Finance,USA,NY,New York City,New York,9/20/11,2011-09,2011-Q3,2011,30000000,USD,5550000
449,/organization/turbine,Turbine,|Social Games|Games|,Games,USA,CA,SF Bay Area,Redwood City,/organization/warner-bros,Warner Bros.,|Entertainment Industry|Film Production|TV Production|,Film Production,USA,CA,Los Angeles,Burbank,4/20/10,2010-04,2010-Q2,2010,160000000,USD,76600000
450,/organization/twitch,Twitch,|Social Media|Video Streaming|Video Games|Video|,Games,USA,CA,SF Bay Area,San Francisco,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,8/25/14,2014-08,2014-Q3,2014,970000000,USD,35000000
464,/organization/vocalocity,Vocalocity,|Communications Hardware|VoIP|Enterprise Software|,Hardware + Software,USA,GA,Atlanta,Atlanta,/organization/vonage,Vonage,|Telecommunications|Mobile|,Telecommunications,USA,NJ,Newark,Holmdel,10/10/13,2013-10,2013-Q4,2013,130000000,USD,13600000
