,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
150,/organization/friendfeed,FriendFeed,|Social Network Media|Social Media|,Social Media,USA,CA,SF Bay Area,Mountain View,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,2009-08-10,2009-08,2009-Q3,2009.0,47.5,USD,5.0
152,/organization/gaikai,Gaikai,|Games|,Games,USA,CA,Anaheim,Aliso Viejo,/organization/sony,Sony Corp,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,CA,San Diego,San Diego,2012-07-02,2012-07,2012-Q3,2012.0,380.0,USD,45.039999
154,/organization/gemin-x-pharmaceuticals,Gemin X Pharmaceuticals,|Biotechnology|,Biotechnology,CAN,QC,Montreal,Montréal,/organization/cephalon,Cephalon,|Biotechnology|,Biotechnology,USA,PA,Philadelphia,Malvern,2011-03-21,2011-03,2011-Q1,2011.0,525.0,USD,62.0
156,/organization/gizmofive,Gizmo5,|Public Relations|,Public Relations,USA,CA,San Diego,San Diego,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2009-11-09,2009-11,2009-Q4,2009.0,30.0,USD,6.0
158,/organization/global-locate,Global Locate,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2007-07-12,2007-07,2007-Q3,2007.0,143.0,USD,33.0
159,/organization/globalscholar-com,globalscholar.com,|Tutoring|Education|Software|,Tutoring,USA,WA,Seattle,Bellevue,/organization/scantron,Scantron,|Software|,Software,USA,MN,Minneapolis,Eagan,2010-12-16,2010-12,2010-Q4,2010.0,140.0,USD,27.0
160,/organization/gloucester-pharmaceuticals,Gloucester Pharmaceuticals,|Medical|Biotechnology|,Medical,USA,MA,Boston,Cambridge,/organization/celgene,Celgene,|Medical|Biotechnology|,Biotechnology,USA,NJ,Newark,Summit,2009-12-07,2009-12,2009-Q4,2009.0,640.0,USD,29.0
161,/organization/gnip,Gnip,|Enterprise Software|,Enterprise Software,USA,CO,Denver,Boulder,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2014-08-11,2014-08,2014-Q3,2014.0,134.0,USD,4.6
163,/organization/gomez-inc,"Gomez, Inc.",|Consulting|,Consulting,USA,MA,Boston,Lexington,/organization/compuware,Compuware,|Enterprise Software|Information Technology|Testing|Consulting|Services|Software|,Enterprise Software,USA,MI,Detroit,Detroit,2009-10-10,2009-10,2009-Q4,2009.0,295.0,USD,49.4
164,/organization/goodreads,Goodreads,|Textbooks|Networking|Curated Web|,Curated Web,USA,CA,Los Angeles,Santa Monica,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2013-03-29,2013-03,2013-Q1,2013.0,150.0,USD,2.0
165,/organization/grabcad,GrabCAD,|Finance|Manufacturing|CAD|Curated Web|,Finance,USA,MA,Boston,Cambridge,/organization/stratasys,Stratasys,|3D Printing|Product Design|Manufacturing|,Product Design,USA,MN,Minneapolis,Minneapolis,2014-09-16,2014-09,2014-Q3,2014.0,100.0,USD,12.15
166,/organization/gracenote,Gracenote,|Music|Games|,Music,USA,CA,SF Bay Area,Emeryville,/organization/tribunecompany,Tribune Company,|Publishing|Broadcasting|Curated Web|,Broadcasting,USA,IL,Chicago,Chicago,2013-12-23,2013-12,2013-Q4,2013.0,170.0,USD,33.4
167,/organization/gracenote,Gracenote,|Music|Games|,Music,USA,CA,SF Bay Area,Emeryville,/organization/sony,Sony Corp,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,CA,San Diego,San Diego,2008-04-22,2008-04,2008-Q2,2008.0,260.0,USD,33.4
168,/organization/grandcentral,GrandCentral,|VoIP|Telephony|Mobile|,Mobile,USA,CA,SF Bay Area,Fremont,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2007-07-01,2007-07,2007-Q3,2007.0,60.0,USD,4.0
169,/organization/gravity,Gravity,|Personalization|Interest Graph|Advertising|,Advertising,USA,CA,Los Angeles,Santa Monica,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2014-01-23,2014-01,2014-Q1,2014.0,90.7,USD,20.6
170,/organization/guardianedge-technologies,GuardianEdge Technologies,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2010-04-29,2010-04,2010-Q2,2010.0,70.0,USD,16.0
171,/organization/guardium,Guardium,|Networking|Hardware + Software|Databases|Security|,Networking,USA,MA,Boston,Waltham,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2009-11-30,2009-11,2009-Q4,2009.0,225.0,USD,11.8
172,/organization/hands-on-mobile,Hands-On Mobile,|Games|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/electronicarts,Electronic Arts,|Entertainment|Games|,Entertainment,USA,CA,SF Bay Area,Redwood City,2009-02-18,2009-02,2009-Q1,2009.0,30.0,USD,30.0
173,/organization/hautelook,HauteLook,|Flash Sales|E-Commerce|Shopping|Fashion|,E-Commerce,USA,CA,Los Angeles,Los Angeles,/organization/nordstrom,Nordstrom,|Consumer Goods|Brand Marketing|Fashion|,Fashion,USA,WA,Seattle,Seattle,2011-02-17,2011-02,2011-Q1,2011.0,270.0,USD,41.0
174,/organization/healthdatainsights,HealthDataInsights,|Health and Wellness|,Health and Wellness,USA,NV,Las Vegas,Las Vegas,/organization/hms-holdings,HMS Holdings,|Enterprise Software|,Enterprise Software,USA,NY,New York City,New York,2011-11-08,2011-11,2011-Q4,2011.0,400.0,USD,13.2
175,/organization/healthpocket,HealthPocket,|Health Care|Curated Web|,Health Care,USA,CA,SF Bay Area,Sunnyvale,/organization/health-insurance-innovations,"Health Insurance Innovations,",|Finance|,Finance,USA,FL,Tampa,Tampa,2014-07-15,2014-07,2014-Q3,2014.0,32.0,USD,2.0
178,/organization/heroku,Heroku,|Venture Capital|Web Development|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,2010-12-08,2010-12,2010-Q4,2010.0,250.0,USD,13.0
182,/organization/hunch,Hunch,|Local|Curated Web|,Local,USA,NY,New York City,New York,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2011-11-21,2011-11,2011-Q4,2011.0,80.0,USD,19.2
183,/organization/iconclude,iConclude,|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Bellevue,/organization/opsware,Opsware,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,2007-03-07,2007-03,2007-Q1,2007.0,53.0,USD,12.0
184,/organization/icontact,iContact,|Social Media Marketing|Email|Email Marketing|Email Newsletters|Surveys|Messaging|,Email,USA,NC,Raleigh,Morrisville,/organization/vocus,Vocus,|Marketing Automation|Email Marketing|Social Media Monitoring|Software|,Marketing Automation,USA,MD,"Washington, D.C.",Beltsville,2012-02-28,2012-02,2012-Q1,2012.0,169.0,USD,45.35
186,/organization/idev-technologies,IDEV Technologies,|Biotechnology|,Biotechnology,USA,TX,Houston,Webster,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2013-07-15,2013-07,2013-Q3,2013.0,310.0,USD,46.0
191,/organization/innopharma,InnoPharma,|Biotechnology|,Biotechnology,USA,NJ,Newark,Piscataway,/organization/pfizer,Pfizer,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,2014-07-16,2014-07,2014-Q3,2014.0,225.0,USD,15.0
194,/organization/instaedu,InstaEDU,|Tutoring|Education|,Tutoring,USA,CA,SF Bay Area,San Francisco,/organization/chegg,Chegg,|Consumers|Online Rental|Textbooks|Education|,Consumers,USA,CA,SF Bay Area,Santa Clara,2014-06-03,2014-06,2014-Q2,2014.0,30.0,USD,4.0
196,/organization/integrien,Integrien,|Enterprise Software|,Enterprise Software,USA,CA,Anaheim,Irvine,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2010-08-31,2010-08,2010-Q3,2010.0,100.0,USD,16.5
197,/organization/interactive-tko,Interactive TKO,|Software|,Software,USA,TX,Dallas,Dallas,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,2011-06-29,2011-06,2011-Q2,2011.0,330.0,USD,12.56
198,/organization/interlace-medical,Interlace Medical,|Health Care|,Health Care,USA,MA,Boston,Framingham,/organization/hologic,Hologic,|Biotechnology|,Biotechnology,USA,MA,Boston,Bedford,2011-01-07,2011-01,2011-Q1,2011.0,125.0,USD,20.0
199,/organization/invitemedia,Invite Media,|Advertising|,Advertising,USA,PA,Philadelphia,Philadelphia,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2010-06-02,2010-06,2010-Q2,2010.0,80.0,USD,4.0
200,/organization/ipierian,iPierian,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2014-04-29,2014-04,2014-Q2,2014.0,725.0,USD,58.97
201,/organization/ironport,IronPort Systems,|Security|,Security,USA,CA,SF Bay Area,San Bruno,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2007-01-04,2007-01,2007-Q1,2007.0,830.0,USD,61.5
203,/organization/itis-holdings,ITIS Holdings,|Software|,Software,USA,CT,Hartford,Cheshire,/organization/inrix,INRIX,|Crowdsourcing|Big Data|SEO|Public Transportation|,Crowdsourcing,USA,WA,Seattle,Kirkland,2011-08-01,2011-08,2011-Q3,2011.0,37.0,GBP,10.964643
204,/organization/jambool,Jambool,|E-Commerce|Internet|Facebook Applications|Social Media|Virtual Currency|Virtual Goods|Finance|,Virtual Goods,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2010-08-09,2010-08,2010-Q3,2010.0,70.0,USD,6.0
205,/organization/jaspersoft,Jaspersoft,|Open Source|Analytics|Web Development|Business Intelligence|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2014-04-28,2014-04,2014-Q2,2014.0,185.0,USD,20.0
206,/organization/jellyfish,jellyfish,|Social Media|,Social Media,USA,WI,Madison,Middleton,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,2007-10-03,2007-10,2007-Q4,2007.0,50.0,USD,5.0
207,/organization/jigsaw,Jigsaw,|Contact Management|Curated Web|,Contact Management,USA,CA,SF Bay Area,San Mateo,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,2010-04-21,2010-04,2010-Q2,2010.0,142.0,USD,17.95
208,/organization/jingle-networks,Jingle Networks,|Advertising|Mobile|,Advertising,USA,NY,New York City,New York,/organization/marchex,Marchex,|Enterprise Software|Business Services|Technology|Advertising|Mobile|,Enterprise Software,USA,WA,Seattle,Seattle,2011-04-11,2011-04,2011-Q2,2011.0,62.5,USD,81.5
211,/organization/joulex,JouleX,|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Atlanta,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2013-05-29,2013-05,2013-Q2,2013.0,107.0,USD,18.7
213,/organization/kai-pharmaceuticals,KAI Pharmaceuticals,|Medical|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/amgen,Amgen,|Biotechnology|,Biotechnology,USA,CA,Los Angeles,Thousand Oaks,2012-04-10,2012-04,2012-Q2,2012.0,315.0,USD,35.0
214,/organization/kapow-technologies,Kapow Software,|Enterprise Software|Data Integration|Big Data|Software|,Data Integration,USA,CA,SF Bay Area,Palo Alto,/organization/kofax,Kofax,|Software|,Software,USA,CA,Anaheim,Irvine,2013-07-31,2013-07,2013-Q3,2013.0,47.5,USD,18.24377
215,/organization/kasenna,Kasenna,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/espial-group,Espial Group,|Software|,Software,CAN,ON,Toronto,Toronto,2008-07-10,2008-07,2008-Q3,2008.0,79.91,USD,11.0
216,/organization/kazeon,Kazeon,|Software|,Software,USA,CA,SF Bay Area,Mountain View,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2009-09-02,2009-09,2009-Q3,2009.0,150.0,USD,20.0
217,/organization/kiva-systems,Kiva Systems,|Hardware|Software|Shipping|Robotics|Hardware + Software|,Hardware,USA,MA,Boston,North Reading,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2012-03-19,2012-03,2012-Q1,2012.0,775.0,USD,11.6
219,/organization/klout,Klout,|Analytics|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/lithiumtechnologies,Lithium Technologies,|Social CRM|Software|,Software,USA,CA,SF Bay Area,San Francisco,2014-03-26,2014-03,2014-Q1,2014.0,200.0,USD,40.0
220,/organization/kontera,Kontera,|Analytics|Big Data|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/amobee,Amobee,|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,2014-06-11,2014-06,2014-Q2,2014.0,150.0,USD,36.14
222,/organization/lagoa,Lagoa,|Games|3D|Enterprise Software|,Games,CAN,QC,Montreal,Montréal,/organization/autodesk,Autodesk,|Software|,Software,USA,CA,SF Bay Area,San Rafael,2014-11-20,2014-11,2014-Q4,2014.0,60.0,USD,5.3
223,/organization/lala,Lala,|Music|,Music,USA,CA,SF Bay Area,Palo Alto,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,2009-12-05,2009-12,2009-Q4,2009.0,80.0,USD,35.1
224,/organization/layer-7-technologies,Layer 7 Technologies,|Cloud Security|Enterprise Software|,Enterprise Software,USA,DC,"Washington, D.C.",Washington,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,2013-05-10,2013-05,2013-Q2,2013.0,155.0,USD,8.9
225,/organization/lefthand-networks,Lefthand Networks,|Software|,Software,USA,CO,Denver,Boulder,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Hardware + Software,USA,CA,SF Bay Area,Palo Alto,2008-09-30,2008-09,2008-Q3,2008.0,360.0,USD,25.0
226,/organization/lemon,Lemon,|Shopping|Mobile|,Shopping,USA,CA,SF Bay Area,Palo Alto,/organization/lifelock,LifeLock,|Technology|Security|,Technology,USA,AZ,Phoenix,Tempe,2013-12-12,2013-12,2013-Q4,2013.0,42.6,USD,8.0
227,/organization/lifesize-communications,"LifeSize, a Division of Logitech",|Software|,Software,USA,TX,Austin,Austin,/organization/logitech,Logitech,|Hardware|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2009-11-10,2009-11,2009-Q4,2009.0,405.0,USD,42.5
228,/organization/lightwire,Lightwire,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2012-02-24,2012-02,2012-Q1,2012.0,271.0,USD,18.0
229,/organization/linux-networx,Linux Networx,|Software|,Software,USA,UT,Salt Lake City,Salt Lake City,/organization/sgi,SGI,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2008-02-15,2008-02,2008-Q1,2008.0,90.0,USD,47.0
231,/organization/liverail,LiveRail,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|,Enterprises,USA,CA,SF Bay Area,San Francisco,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,2014-07-02,2014-07,2014-Q3,2014.0,500.0,USD,11.5
232,/organization/liveramp,LiveRamp,|Advertising|Data Integration|Brand Marketing|,Data Integration,USA,CA,SF Bay Area,San Francisco,/organization/acxiom,Acxiom,|Data Privacy|Data Security|Databases|Analytics|Direct Marketing|Email Marketing|Advertising|Big Data|Software|,Analytics,USA,AR,Little Rock,Little Rock,2014-05-15,2014-05,2014-Q2,2014.0,310.0,USD,15.0
233,/organization/location-labs,Location Labs,|Location Based Services|Security|Mobile|,Security,USA,CA,SF Bay Area,Emeryville,/organization/avg,AVG Technologies,|Software|Security|,Software,USA,MA,Boston,Chelmsford,2014-09-03,2014-09,2014-Q3,2014.0,220.0,USD,25.8
235,/organization/locu,Locu,|Restaurants|Developer APIs|Local|Content|Local Search|Databases|Advertising|,Databases,USA,MA,Boston,Cambridge,/organization/godaddy,GoDaddy,|Sales and Marketing|Customer Service|Data Security|E-Commerce|Web Development|Web Hosting|Domains|,E-Commerce,USA,AZ,Phoenix,Scottsdale,2013-08-19,2013-08,2013-Q3,2013.0,70.0,USD,4.0
236,/organization/loglogic,LogLogic,|Security|,Security,USA,CA,SF Bay Area,San Jose,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2012-04-03,2012-04,2012-Q2,2012.0,130.0,USD,8.8
237,/organization/loopt,Loopt,|Location Based Services|Networking|Mobile|,Networking,USA,CA,SF Bay Area,Mountain View,/organization/green-dot-corporation,Green Dot Corporation,|Finance|,Finance,USA,CA,Los Angeles,Pasadena,2012-03-09,2012-03,2012-Q1,2012.0,43.0,USD,32.0
240,/organization/ls9,LS9,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/renewable-energy-group,Renewable Energy Group,|Chemicals|Clean Technology|,Chemicals,USA,IA,Des Moines,Ames,2014-01-23,2014-01,2014-Q1,2014.0,61.5,USD,75.0
242,/organization/m5-networks,M5 Networks,|Customer Service|Contact Centers|VoIP|Public Relations|,Public Relations,USA,NY,New York City,New York,/organization/shoretel,ShoreTel,|VoIP|Telecommunications|Hardware + Software|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2012-02-01,2012-02,2012-Q1,2012.0,146.0,USD,4.125014
243,/organization/m-metrics,M:Metrics,|Demographies|Test and Measurement|Mobile|,Demographies,USA,WA,Seattle,Seattle,/organization/comscore,comScore,|Business Services|Curated Web|,Business Services,USA,VA,"Washington, D.C.",Reston,2008-05-28,2008-05,2008-Q2,2008.0,44.0,USD,18.0
245,/organization/mailbox,Mailbox,|Task Management|Productivity Software|iPhone|Email|Messaging|,Task Management,USA,CA,SF Bay Area,San Francisco,/organization/dropbox,Dropbox,|Cloud Data Services|Storage|Web Hosting|,Cloud Data Services,USA,CA,SF Bay Area,San Francisco,2013-03-15,2013-03,2013-Q1,2013.0,100.0,USD,5.0
246,/organization/maker-studios,Maker Studios,|Games|,Games,USA,CA,Los Angeles,Culver City,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,2014-03-24,2014-03,2014-Q1,2014.0,500.0,USD,63.5
248,/organization/managed-objects,Managed Objects,|Software|,Software,USA,MA,Boston,Waltham,/organization/novell,Novell,|Software|,Software,USA,UT,Salt Lake City,Provo,2008-11-13,2008-11,2008-Q4,2008.0,45.0,USD,7.0
249,/organization/map-pharmaceuticals,MAP Pharmaceuticals,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,SF Bay Area,Mountain View,/organization/allergan,Allergan,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,Anaheim,Irvine,2013-01-22,2013-01,2013-Q1,2013.0,958.0,USD,50.0
250,/organization/mapmyfitness,MapMyFitness,|Sports|Android|iPhone|Fitness|Health and Wellness|,Android,USA,CO,Denver,Denver,/organization/under-armour,Under Armour,|Sporting Goods|E-Commerce|,Sporting Goods,USA,MD,Baltimore,Baltimore,2013-11-14,2013-11,2013-Q4,2013.0,150.0,USD,19.0
251,/organization/medserve,MedServe,|Health Care|,Health Care,USA,TX,Houston,Bellaire,/organization/stericycle,Stericycle,|Biotechnology|,Biotechnology,USA,IL,Chicago,Lake Forest,2009-05-15,2009-05,2009-Q2,2009.0,185.0,USD,8.0
252,/organization/meebo,Meebo,|Web Development|Social Network Media|Internet|Chat|Messaging|Curated Web|,Internet,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2012-06-04,2012-06,2012-Q2,2012.0,100.0,USD,65.0
254,/organization/merchantcircle,MerchantCircle,|Direct Marketing|Estimation and Quoting|Advice|Consumers|Business Services|Local|Curated Web|,Local,USA,CA,SF Bay Area,Mountain View,/organization/reply-com,Reply! Inc.,|Lead Generation|Internet Marketing|Advertising|,Advertising,USA,CA,SF Bay Area,San Ramon,2011-06-22,2011-06,2011-Q2,2011.0,60.0,USD,14.3
255,/organization/messageme,MessageMe,|Chat|Mobile|Messaging|,Chat,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2014-10-06,2014-10,2014-Q4,2014.0,30.0,USD,10.0
256,/organization/messageone,MessageOne,|Messaging|,Messaging,USA,TX,Austin,Austin,/organization/dell,Dell,|Hardware + Software|,Hardware + Software,USA,TX,Austin,Round Rock,2008-02-13,2008-02,2008-Q1,2008.0,155.0,USD,10.0
258,/organization/milo,Milo,|Software|Reviews and Recommendations|Comparison Shopping|Local|Real Time|Shopping|Curated Web|,Reviews and Recommendations,USA,CA,SF Bay Area,Palo Alto,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2010-12-02,2010-12,2010-Q4,2010.0,75.0,USD,4.0
259,/organization/mimosa-systems,Mimosa Systems,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/iron-mountain,Iron Mountain,|Security|,Security,USA,MA,Boston,Boston,2010-02-22,2010-02,2010-Q1,2010.0,112.0,USD,48.0
260,/organization/mint,Mint,|Finance|Curated Web|,Finance,USA,CA,SF Bay Area,Mountain View,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,2009-09-01,2009-09,2009-Q3,2009.0,170.0,USD,30.7
261,/organization/miyowa,Miyowa,|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/synchronoss-technologies,Synchronoss Technologies,|Technology|Software|,Technology,USA,NJ,Newark,Bridgewater,2012-01-05,2012-01,2012-Q1,2012.0,59.0,USD,11.7256
263,/organization/mobileaccess-networks,MobileAccess Networks,|Mobile|,Mobile,USA,VA,"Washington, D.C.",Vienna,/organization/corning,Corning,|Utilities|Manufacturing|,Utilities,USA,NY,Elmira,Corning,2011-01-31,2011-01,2011-Q1,2011.0,200.0,USD,24.0
264,/organization/mobilespaces,MobileSpaces,|Cloud Computing|Enterprises|Mobile Devices|Security|Mobile|,Mobile,USA,MD,"Washington, D.C.",Silver Spring,/organization/pulse-secure,Pulse Secure,|Mobile Security|Networking|Business Services|,Networking,USA,CA,SF Bay Area,San Jose,2014-10-05,2014-10,2014-Q4,2014.0,100.0,USD,11.6
265,/organization/mopub,MoPub,|Mobile Advertising|Advertising|Mobile|,Mobile Advertising,USA,CA,SF Bay Area,San Francisco,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2013-09-09,2013-09,2013-Q3,2013.0,350.0,USD,18.5
266,/organization/mozy,Mozy,|Flash Storage|Web Hosting|,Flash Storage,USA,UT,Salt Lake City,Pleasant Grove,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2007-10-01,2007-10,2007-Q4,2007.0,76.0,USD,1.9
267,/organization/mu-dynamics,Mu Dynamics,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Sunnyvale,/organization/spirent,Spirent Communications,|Network Security|Location Based Services|Mobile|Wireless|Internet|VoIP|Public Relations|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2012-04-20,2012-04,2012-Q2,2012.0,40.0,USD,24.0
268,/organization/mx-logic,MX Logic,|Security|,Security,USA,CO,Denver,Englewood,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,2009-07-30,2009-07,2009-Q3,2009.0,140.0,USD,4.0
270,/organization/mykonos-software,Mykonos Software,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2012-02-22,2012-02,2012-Q1,2012.0,80.0,USD,4.0
271,/organization/mynewplace,MyNewPlace,|Real Estate|,Real Estate,USA,CA,SF Bay Area,San Francisco,/organization/realpage,RealPage,|Software|,Software,USA,TX,Dallas,Carrollton,2011-08-22,2011-08,2011-Q3,2011.0,74.4,USD,20.0
272,/organization/mysql,MySQL,|Lighting|Open Source|Databases|Enterprise Software|,Databases,USA,CA,SF Bay Area,Cupertino,/organization/sun-microsystems,Sun Microsystems,|Software|Hardware|Computers|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,2008-01-01,2008-01,2008-Q1,2008.0,1000.0,USD,39.8
273,/organization/navini-networks,Navini Networks,|Web Hosting|,Web Hosting,USA,TX,Dallas,Richardson,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2007-10-23,2007-10,2007-Q4,2007.0,330.0,USD,13.42
279,/organization/networks-in-motion,Networks in Motion,|Wireless|Navigation|Maps|SEO|Mobile|,Navigation,USA,CA,Anaheim,Aliso Viejo,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,2009-12-01,2009-12,2009-Q4,2009.0,170.0,USD,15.0
280,/organization/neuronex,Neuronex,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Morrisville,/organization/acorda-therapeutics,Acorda Therapeutics,|Health Care|Biotechnology|,Health Care,USA,NY,New York City,Hawthorne,2012-02-17,2012-02,2012-Q1,2012.0,130.0,USD,1.5
281,/organization/newsy,Newsy,|Internet|Mobile|Video|News|,Internet,USA,MO,St. Louis,Columbia,/organization/e-w-scripps,E.W. Scripps,|Curated Web|,Curated Web,USA,OH,Cincinnati,Cincinnati,2013-12-09,2013-12,2013-Q4,2013.0,35.0,USD,1.5
