,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
282,/organization/nexage,NEXAGE,|Mobile Advertising|Advertising|Mobile|,Mobile Advertising,USA,MA,Boston,Boston,/organization/millennial-media,Millennial Media,|App Marketing|Mobile Advertising|Mobile|Advertising|,Advertising,USA,MD,Baltimore,Baltimore,2014-09-23,2014-09,2014-Q3,2014.0,107.5,USD,19.0
283,/organization/social-iq-networks,Nexgate,|Fraud Detection|Brand Marketing|Social Media|Enterprise Software|,Brand Marketing,USA,CA,SF Bay Area,Burlingame,/organization/proofpoint,Proofpoint,|Software|Technology|Enterprise Software|,Software,USA,CA,SF Bay Area,Sunnyvale,2014-10-23,2014-10,2014-Q4,2014.0,35.0,USD,3.5
286,/organization/npulse-technologies,nPulse Technologies,|Web Hosting|,Web Hosting,USA,VA,"Washington, D.C.",Charlottesville,/organization/fireeye,FireEye,|Network Security|Security|,Network Security,USA,CA,SF Bay Area,Milpitas,2014-05-06,2014-05,2014-Q2,2014.0,70.0,USD,1.0
290,/organization/okcupid,OkCupid,|Online Dating|Curated Web|,Curated Web,USA,NY,New York City,New York,/organization/match,Match,|Online Dating|Social Media|,Online Dating,USA,TX,Dallas,Dallas,2011-02-02,2011-02,2011-Q1,2011.0,50.0,USD,6.0
291,/organization/omgpop,OMGPOP,|Auctions|Online Dating|Games|,Auctions,USA,NY,New York City,New York,/organization/zynga,Zynga,|Technology|Facebook Applications|Networking|Games|,Technology,USA,CA,SF Bay Area,San Francisco,2012-03-21,2012-03,2012-Q1,2012.0,210.0,USD,16.6
292,/organization/on2,On2 Technologies,|SaaS|Content|Video|Software|,SaaS,USA,NY,"Albany, New York",Clifton Park,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2010-02-19,2010-02,2010-Q1,2010.0,130.0,USD,5.24
293,/organization/onavo,Onavo,|Mobile|,Mobile,USA,CA,SF Bay Area,Palo Alto,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,2013-10-14,2013-10,2013-Q4,2013.0,150.0,USD,13.0
298,/organization/optimal,"Optimal, Inc.",|SaaS|Advertising|,SaaS,USA,CA,SF Bay Area,San Francisco,/organization/brand-networks,Brand Networks,|Sales and Marketing|Services|Social Media|Facebook Applications|Software|,Software,USA,MA,Boston,Boston,2013-10-16,2013-10,2013-Q4,2013.0,35.0,USD,5.1
299,/organization/optimedica,OptiMedica,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Santa Clara,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2013-07-15,2013-07,2013-Q3,2013.0,400.0,USD,51.0
306,/organization/parature,Parature,|Customer Service|Customer Support Tools|Software|,Customer Service,USA,VA,"Washington, D.C.",Herndon,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,2014-01-06,2014-01,2014-Q1,2014.0,100.0,USD,29.5
307,/organization/parse,Parse,|PaaS|Cloud Computing|Android|iOS|Mobile|Enterprise Software|,Android,USA,CA,SF Bay Area,Menlo Park,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,2013-04-25,2013-04,2013-Q2,2013.0,90.0,USD,5.5
309,/organization/peak-surgical,PEAK Surgical,|Health Care|,Health Care,USA,CA,SF Bay Area,Palo Alto,/organization/medtronic,Medtronic,|Medical Devices|Biotechnology|,Medical Devices,USA,MN,Minneapolis,Minneapolis,2011-07-07,2011-07,2011-Q3,2011.0,120.0,USD,29.0
312,/organization/pgp-corporation,PGP Corporation,|Software|,Software,USA,CA,SF Bay Area,Menlo Park,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2010-04-29,2010-04,2010-Q2,2010.0,300.0,USD,27.3
315,/organization/pixtronix,Pixtronix,|Displays|Hardware + Software|,Displays,USA,MA,Boston,Wilmington,/organization/qualcomm,Qualcomm,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,2011-12-01,2011-12,2011-Q4,2011.0,175.0,USD,3.0
316,/organization/plaxo,Plaxo,|Trading|Synchronization|Databases|Contact Management|Curated Web|,Curated Web,USA,CA,SF Bay Area,Sunnyvale,/organization/comcast,Comcast,|Web Hosting|,Web Hosting,USA,PA,Philadelphia,Philadelphia,2008-05-14,2008-05,2008-Q2,2008.0,150.0,USD,28.3
317,/organization/playdom,Playdom,|Apps|Entertainment|Games|,Games,USA,CA,SF Bay Area,Palo Alto,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,2010-07-27,2010-07,2010-Q3,2010.0,763.2,USD,76.0
318,/organization/playspan,PlaySpan,|Game|Games|,Games,USA,CA,SF Bay Area,Santa Clara,/organization/visa,Visa,|Business Services|,Business Services,USA,CA,SF Bay Area,San Francisco,2011-02-09,2011-02,2011-Q1,2011.0,190.0,USD,41.3
319,/organization/pliant-technology,Pliant Technology,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Milpitas,/organization/sandisk,SanDisk,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Milpitas,2011-05-16,2011-05,2011-Q2,2011.0,327.0,USD,23.0
321,/organization/pluck,Pluck,|Curated Web|,Curated Web,USA,TX,Austin,Austin,/organization/demandmedia,Demand Media,|Social Media|Music|Content|News|,Social Media,USA,CA,Los Angeles,Santa Monica,2008-03-04,2008-03,2008-Q1,2008.0,75.0,USD,17.0
324,/organization/postpath,PostPath,|Messaging|,Messaging,USA,CA,SF Bay Area,Mountain View,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2008-08-27,2008-08,2008-Q3,2008.0,215.0,USD,24.3
326,/organization/powerreviews,PowerReviews,|Software|Reviews and Recommendations|Analytics|Social Commerce|,Software,USA,IL,Chicago,Chicago,/organization/viewpoints,Viewpoints,|Reviews and Recommendations|Software|,Reviews and Recommendations,USA,IL,Chicago,Chicago,2014-06-05,2014-06,2014-Q2,2014.0,30.0,USD,56.25
327,/organization/powerreviews,PowerReviews,|Software|Reviews and Recommendations|Analytics|Social Commerce|,Software,USA,IL,Chicago,Chicago,/organization/bazaarvoice,Bazaarvoice,|SaaS|Social Media|Networking|Internet|Social Commerce|Reviews and Recommendations|Content|E-Commerce|Software|,E-Commerce,USA,TX,Austin,Austin,2012-05-24,2012-05,2012-Q2,2012.0,151.0,USD,56.25
328,/organization/powerset,Powerset,|Search|,Search,USA,CA,SF Bay Area,San Francisco,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,2008-07-01,2008-07,2008-Q3,2008.0,100.0,USD,14.5
329,/organization/presidium-learning,Presidium Learning,|Education|,Education,USA,VA,"Washington, D.C.",Reston,/organization/blackboard,Blackboard,|Software|,Software,USA,DC,"Washington, D.C.",Washington,2011-01-13,2011-01,2011-Q1,2011.0,53.0,USD,2.0
330,/organization/primaeva-medical,Primaeva Medical,|Health Care|,Health Care,USA,CA,SF Bay Area,Pleasanton,/organization/syneron-medical,Syneron Medical,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Irvine,2009-10-15,2009-10,2009-Q4,2009.0,30.0,USD,14.25
331,/organization/prism-pharmaceuticals,Prism Pharmaceuticals,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,PA,Philadelphia,King Of Prussia,/organization/baxter-international,Baxter International,|Medical|Biotechnology|,Medical,USA,IL,Chicago,Deerfield,2011-04-18,2011-04,2011-Q2,2011.0,338.0,USD,15.0
332,/organization/prolexic,Prolexic Technologies,|Enterprise Software|,Enterprise Software,USA,FL,Ft. Lauderdale,Hollywood,/organization/akamai-technologies,Akamai Technologies,|SaaS|IaaS|Digital Media|Video Streaming|Data Security|Content Delivery|Cloud Computing|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Cambridge,2014-02-18,2014-02,2014-Q1,2014.0,390.0,USD,38.0
333,/organization/protiva-biotherapeutics,Protiva Biotherapeutics,|Biotechnology|,Biotechnology,USA,WA,Seattle,Seattle,/organization/tekmira-pharmaceuticals,Tekmira Pharmaceuticals,|Biotechnology|,Biotechnology,CAN,BC,Burnaby,Burnaby,2008-03-28,2008-03,2008-Q1,2008.0,32.45,USD,8.26
334,/organization/provigent-inc,Provigent,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2011-03-21,2011-03,2011-Q1,2011.0,314.0,USD,27.0
335,/organization/pulse,Pulse,|iPhone|News|,iPhone,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,2013-04-13,2013-04,2013-Q2,2013.0,90.0,USD,9.0
336,/organization/pure-digital-technologies,Pure Digital Technologies,|Video Streaming|Social Network Media|Video|Hardware + Software|,Hardware + Software,USA,CA,Anaheim,Irvine,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2009-03-19,2009-03,2009-Q1,2009.0,590.0,USD,68.0
337,/organization/pure-networks,Pure Networks,|Web Hosting|,Web Hosting,USA,WA,Seattle,Seattle,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2008-07-22,2008-07,2008-Q3,2008.0,120.0,USD,12.5
339,/organization/quantalife,QuantaLife,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Pleasanton,/organization/bio-rad-laboratories,Bio-Rad Laboratories,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Hercules,2011-10-05,2011-10,2011-Q4,2011.0,162.0,USD,17.2
340,/organization/quattro-wireless,Quattro Wireless,|Advertising|,Advertising,USA,MA,Boston,Waltham,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,2010-01-05,2010-01,2010-Q1,2010.0,275.0,USD,28.3
341,/organization/quidsi,Quidsi,|E-Commerce|,E-Commerce,USA,NJ,Newark,Jersey City,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2010-11-08,2010-11,2010-Q4,2010.0,545.0,USD,58.5
342,/organization/quigo,Quigo,|Media|Advertising|,Media,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2007-11-07,2007-11,2007-Q4,2007.0,363.0,USD,5.0
343,/organization/qumas,Qumas,|Software|,Software,USA,NJ,Newark,Jersey City,/organization/accelrys,Accelrys,|Software|,Software,USA,CA,San Diego,San Diego,2013-12-09,2013-12,2013-Q4,2013.0,50.0,USD,10.0
344,/organization/qwiki,Qwiki,|Photography|,Photography,USA,NY,New York City,New York,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2013-07-02,2013-07,2013-Q3,2013.0,50.0,USD,8.0
345,/organization/reconnex,Reconnex,|Data Security|Security|,Data Security,USA,CA,SF Bay Area,Mountain View,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,2008-07-07,2008-07,2008-Q3,2008.0,46.0,USD,16.0
346,/organization/recurrent-energy,Recurrent Energy,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Francisco,/organization/sharp-electronics,Sharp Electronics,|Hardware + Software|,Hardware + Software,USA,NJ,Newark,Mahwah,2010-09-22,2010-09,2010-Q3,2010.0,305.0,USD,85.0
348,/organization/redwood-systems,Redwood Systems,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,Fremont,/organization/commscope-enterprise-solutions,CommScope,|Communications Hardware|Broadcasting|Hardware + Software|,Broadcasting,USA,TX,Dallas,Richardson,2013-07-09,2013-07,2013-Q3,2013.0,60.0,USD,30.75
349,/organization/relateiq,RelateIQ,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,2014-07-11,2014-07,2014-Q3,2014.0,390.0,USD,69.0
351,/organization/rempex-pharmaceuticals,Rempex Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/the-medicines-company,The Medicines Company,|Biotechnology|,Biotechnology,USA,NJ,Newark,Parsippany,2013-12-04,2013-12,2013-Q4,2013.0,464.0,USD,67.5
354,/organization/reva-systems,Reva Systems,|Hardware + Software|,Hardware + Software,USA,MA,Boston,Westford,/organization/odin,ODIN,|Health Care|Social Media|Software|,Health Care,USA,VA,"Washington, D.C.",Ashburn,2010-12-14,2010-12,2010-Q4,2010.0,50.0,USD,23.5
357,/organization/rhythm-newmedia,Rhythm NewMedia,|App Marketing|Mobile Video|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,/organization/blinkx,blinkx,|Search|Games|,Games,USA,CA,SF Bay Area,San Francisco,2013-12-03,2013-12,2013-Q4,2013.0,65.0,USD,23.101322
358,/organization/right-media,Right Media,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2007-04-01,2007-04,2007-Q2,2007.0,850.0,USD,45.0
359,/organization/rockmelt,Rockmelt,|Facebook Applications|Browser Extensions|Social Media|,Browser Extensions,USA,CA,SF Bay Area,Mountain View,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2013-08-01,2013-08,2013-Q3,2013.0,65.0,USD,38.2
361,/organization/safetyweb,SafetyWeb,|Security|Privacy|Enterprise Software|,Security,USA,CO,Denver,Denver,/organization/experian,Experian,|Credit|Curated Web|,Curated Web,USA,CA,Anaheim,Costa Mesa,2011-05-01,2011-05,2011-Q2,2011.0,30.0,USD,8.0
362,/organization/buddymedia,Salesforce Buddy Media,|Social Network Media|Social Media Marketing|Apps|SaaS|Software|Media|Social Media|Facebook Applications|Enterprise Software|,Social Network Media,USA,NY,New York City,New York,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,2012-06-04,2012-06,2012-Q2,2012.0,689.0,USD,85.0
363,/organization/radian6,Salesforce Radian6,|Social Media Marketing|Social Media Monitoring|CRM|Curated Web|,CRM,CAN,NS,Fredericton,Fredericton,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,2011-03-30,2011-03,2011-Q1,2011.0,326.0,USD,9.0
364,/organization/sandforce,SandForce,|Storage|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Milpitas,/organization/lsi,LSI,|Semiconductors|Video|Hardware + Software|,Semiconductors,USA,CA,SF Bay Area,Milpitas,2011-10-26,2011-10,2011-Q4,2011.0,400.0,USD,46.0
366,/organization/scanscout,ScanScout,|Advertising|,Advertising,USA,MA,Boston,Boston,/organization/tremor-video,Tremor Video,|Advertising|,Advertising,USA,NY,New York City,New York,2010-12-08,2010-12,2010-Q4,2010.0,86.0,USD,15.5
368,/organization/seamicro,SeaMicro,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Sunnyvale,/organization/amd,AMD,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,2012-03-23,2012-03,2012-Q1,2012.0,334.0,USD,20.0
370,/organization/semprus-biosciences,Semprus BioSciences,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/teleflex,Teleflex,|Medical Devices|,Medical Devices,USA,PA,Philadelphia,Royersford,2012-06-25,2012-06,2012-Q2,2012.0,30.0,USD,26.0
373,/organization/seragon-pharmaceuticals,Seragon Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/genentech,Genentech,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,2014-07-01,2014-07,2014-Q3,2014.0,725.0,USD,30.0
376,/organization/sidestep,SideStep,|Ticketing|Hotels|Travel|,Hotels,USA,CA,SF Bay Area,Santa Clara,/organization/kayak,KAYAK,|Travel|Search|,Travel,USA,CT,Hartford,Stamford,2007-12-01,2007-12,2007-Q4,2007.0,180.0,USD,32.0
377,/organization/sierra-design-automation,Sierra Design Automation,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,2007-06-11,2007-06,2007-Q2,2007.0,100.0,USD,19.0
378,/organization/sierra-monolithics,Sierra Monolithics,|Public Relations|,Public Relations,USA,CA,Los Angeles,Redondo Beach,/organization/semtech,Semtech,|Semiconductors|,Semiconductors,USA,CA,Santa Barbara,Camarillo,2009-11-19,2009-11,2009-Q4,2009.0,180.0,USD,25.2
381,/organization/siliconblue-technologies,SiliconBlue Technologies,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/lattice-semiconductor,Lattice Semiconductor,|Semiconductors|,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,2011-12-08,2011-12,2011-Q4,2011.0,62.0,USD,57.005567
382,/organization/silver-tail-systems,Silver Tail Systems,|Software|Fraud Detection|Security|Analytics|,Fraud Detection,USA,CA,SF Bay Area,Menlo Park,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2012-10-30,2012-10,2012-Q4,2012.0,250.0,USD,22.1
383,/organization/silversky,Silversky,|Information Technology|Network Security|Security|Software|,Information Technology,USA,CT,Hartford,Milford,/organization/bae-systems,BAE Systems,|Transportation|Manufacturing|,Transportation,USA,MD,"Washington, D.C.",Rockville,2014-10-21,2014-10,2014-Q4,2014.0,232.5,USD,54.0
384,/organization/simbionix,Simbionix,|Medical Devices|Health and Wellness|,Medical Devices,USA,OH,Cleveland,Cleveland,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,2014-07-31,2014-07,2014-Q3,2014.0,120.0,USD,7.0
385,/organization/simbionix,Simbionix,|Medical Devices|Health and Wellness|,Medical Devices,USA,OH,Cleveland,Cleveland,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,2014-01-30,2014-01,2014-Q1,2014.0,120.0,USD,7.0
387,/organization/siperian,Siperian,|Analytics|,Analytics,USA,CA,SF Bay Area,Foster City,/organization/informatica,Informatica,|Big Data Analytics|Mobile Devices|Cloud Computing|Data Integration|Software|,Mobile Devices,USA,CA,SF Bay Area,Redwood City,2010-01-29,2010-01,2010-Q1,2010.0,130.0,USD,25.0
388,/organization/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,MA,Boston,Cambridge,/organization/glaxosmithkline,GlaxoSmithKline,|Health Care|Health and Wellness|Pharmaceuticals|Biotechnology|,Health Care,USA,NJ,Newark,Middlesex,2008-04-22,2008-04,2008-Q2,2008.0,720.0,USD,77.0
389,/organization/skybox-imaging,Skybox Imaging,|Aerospace|Big Data|,Aerospace,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2014-06-10,2014-06,2014-Q2,2014.0,500.0,USD,91.0
390,/organization/slide,Slide,|Software|Social Network Media|Photography|Web Tools|Public Relations|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2010-08-06,2010-08,2010-Q3,2010.0,182.0,USD,78.0
391,/organization/slideshare,SlideShare,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,2012-05-03,2012-05,2012-Q2,2012.0,119.0,USD,2.7
392,/organization/slingmedia,Sling Media,|Television|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Foster City,/organization/echostar,EchoStar,|Hardware + Software|,Hardware + Software,USA,CO,Denver,Englewood,2007-09-24,2007-09,2007-Q3,2007.0,380.0,USD,14.5
394,/organization/smartcells,SmartCells,|Biotechnology|,Biotechnology,USA,MA,Boston,Beverly,/organization/merck-co-inc,Merck & Co.,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,NJ,NJ - Other,Whitehouse Station,2010-12-02,2010-12,2010-Q4,2010.0,500.0,USD,4.1
395,/organization/smarterer,Smarterer,|Human Resources|Education|Enterprise Software|,Human Resources,USA,MA,Boston,Boston,/organization/pluralsight,Pluralsight,|Education|,Education,USA,UT,UT - Other,Cedar Valley,2014-11-19,2014-11,2014-Q4,2014.0,75.0,USD,1.75
396,/organization/smartsynch,SmartSynch,|Web Hosting|,Web Hosting,USA,MS,Jackson,Jackson,/organization/itron,Itron,|Water|Clean Energy|Clean Technology|,Water,USA,WA,WA - Other,Liberty Lake,2012-02-15,2012-02,2012-Q1,2012.0,100.0,USD,12.0
398,/organization/snapin-software,SNAPin Software,|Software|,Software,USA,WA,Seattle,Bellevue,/organization/nuance,Nuance Communications,|Software|,Software,USA,MA,Boston,Burlington,2008-08-13,2008-08,2008-Q3,2008.0,204.26,USD,22.3
402,/organization/solidcore-systems,Solidcore Systems,|Software|,Software,USA,CA,SF Bay Area,Cupertino,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,2009-05-15,2009-05,2009-Q2,2009.0,47.0,USD,40.0
403,/organization/solstice-neurosciences,Solstice Neurosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/us-worldmeds,US WorldMeds,|Health Care|,Health Care,USA,OH,Akron - Canton,Louisville,2010-08-13,2010-08,2010-Q3,2010.0,35.7,USD,85.0
404,/organization/sometrics,Sometrics,|Virtual Currency|Advertising|Networking|Social Media|Analytics|Games|,Games,USA,CA,Los Angeles,El Segundo,/organization/americanexpress,American Express,|Finance|,Finance,USA,NY,New York City,New York,2011-09-20,2011-09,2011-Q3,2011.0,30.0,USD,5.55
406,/organization/spaceclaim,SpaceClaim,|Software|,Software,USA,MA,Boston,Concord,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2014-05-01,2014-05,2014-Q2,2014.0,85.0,USD,49.0
407,/organization/spaceclaim,SpaceClaim,|Software|,Software,USA,MA,Boston,Concord,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2014-05-01,2014-05,2014-Q2,2014.0,85.0,USD,49.0
408,/organization/springsource,SpringSource,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2009-08-10,2009-08,2009-Q3,2009.0,362.0,USD,37.339356
410,/organization/starcite,"StarCite, Part of Active Network",|Curated Web|,Curated Web,USA,PA,Philadelphia,Philadelphia,/organization/activenetwork,ACTIVE Network,|Software|,Software,USA,TX,Dallas,Dallas,2010-12-30,2010-12,2010-Q4,2010.0,51.0,USD,15.0
411,/organization/storwize,Storwize,|Storage|,Storage,USA,MA,Boston,Marlborough,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2010-06-14,2010-06,2010-Q2,2010.0,140.0,USD,28.0
412,/organization/stromedix,Stromedix,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/biogen-idec,Biogen Idec,|Health and Wellness|Biotechnology|,Health and Wellness,USA,MA,Boston,Weston,2014-02-01,2014-02,2014-Q1,2014.0,750.0,USD,28.0
415,/organization/surgient,Surgient,|Software|,Software,USA,TX,Austin,Austin,/organization/quest-software,Quest Software,|Software|,Software,USA,CA,Anaheim,Aliso Viejo,2010-11-10,2010-11,2010-Q4,2010.0,35.0,USD,20.0
417,/organization/swapdrive,SwapDrive,|Curated Web|,Curated Web,USA,DC,"Washington, D.C.",Washington,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2008-06-01,2008-06,2008-Q2,2008.0,123.0,USD,4.65
420,/organization/tacoda,Tacoda,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2007-07-24,2007-07,2007-Q3,2007.0,275.0,USD,7.0
421,/organization/taligen-therapeutics,Taligen Therapeutics,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/alexion-pharmaceuticals,Alexion Pharmaceuticals,|Health and Wellness|Medical|Biotechnology|,Medical,USA,CT,Hartford,Cheshire,2011-01-31,2011-01,2011-Q1,2011.0,111.0,USD,78.75
422,/organization/tapcommerce,TapCommerce,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2014-06-30,2014-06,2014-Q2,2014.0,100.0,USD,10.5
424,/organization/teknovus,Teknovus,|Semiconductors|,Semiconductors,USA,CA,Napa Valley,Petaluma,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2010-03-08,2010-03,2010-Q1,2010.0,123.0,USD,57.0
425,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,/organization/networks-in-motion,Networks in Motion,|Wireless|Navigation|Maps|SEO|Mobile|,Navigation,USA,CA,Anaheim,Aliso Viejo,2009-12-15,2009-12,2009-Q4,2009.0,181.0,USD,15.0
426,/organization/tellme,Tellme,|Mobile|,Mobile,USA,CA,SF Bay Area,Mountain View,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,2007-03-14,2007-03,2007-Q1,2007.0,800.0,USD,6.0
427,/organization/teranetics,Teranetics,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/plx-technology,PLX Technology,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,2010-09-27,2010-09,2010-Q3,2010.0,35.8,USD,20.0
429,/organization/huffingtonpost,The Huffington Post,|Publishing|Media|News|,Publishing,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2011-02-07,2011-02,2011-Q1,2011.0,315.0,USD,35.0
430,/organization/huffingtonpost,The Huffington Post,|Publishing|Media|News|,Publishing,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2011-02-07,2011-02,2011-Q1,2011.0,315.0,USD,35.0
431,/organization/thingworx,ThingWorx,|Software|,Software,USA,PA,Philadelphia,Downingtown,/organization/ptc,PTC,|Software|,Software,USA,MA,Boston,Needham,2013-12-30,2013-12,2013-Q4,2013.0,112.0,USD,5.0
